# VMT_RVA	ClassName	InstanceSize	ParentVMT	PublishedMethodCount
58ad08	TIconImage	0x30	0x589140	0
58aec0	TIcon	0x60	0x587af8	0
58b6a8	TWICImage	0x88	0x587af8	0
58bd20	TResourceManager	0x48	0x401970	0
58c158	TBrushResourceManager	0x48	0x58bc70	0
592bf0	TFileFormatsList	0x28	0x4c7c48	0
593a20	TClipboardFormats	0x20	0x401970	0
5969e0	TBitmapCanvas	0xa8	0x586680	0
59e098	TPatternManager	0x40	0x401970	0
59eac8	TObjectList	0x30	0x4c7c48	0
59f1c0	TOrderedList	0x18	0x401970	0
59f4e8	TStack	0x18	0x59f110	0
59f8d0	TBaseImageList	0x98	0x4db500	0
59fc40	TImageLink	0x38	0x401970	0
5a0060	TEnumerator<System.ImageList.TImageLink>	0x10	0x401970	0
5a0250	TEnumerable<System.ImageList.TImageLink>	0x10	0x401970	0
5a0770	TList<System.ImageList.TImageLink>.TEnumerator	0x20	0x59ffb0	0
5a09f8	TList<System.ImageList.TImageLink>	0x58	0x5a01a0	0
5a3390	TCustomActionList	0xe0	0x5598c8	0
5a36c0	TActionList	0xe0	0x5a32e0	0
5a39f8	TActionLink	0x28	0x559308	0
5a3c20	TShortCutList	0x80	0x5583a0	0
5a3ee0	TCustomAction	0x148	0x558748	0
5a4310	TAction	0x148	0x5a3e30	0
5a5320	EOleError	0x38	0x42dff8	0
5a5448	EOleSysError	0x40	0x5a5270	0
5a5668	EOleException	0x50	0x5a5398	0
5a7c70	TCustomZStream	0x98	0x4ce278	0
5a7ef0	TZCompressionStream	0xa8	0x5a7bc0	0
5a8418	TZDecompressionStream	0xb0	0x5a7bc0	0
5a8918	TZInflate9Stream	0xb0	0x5a7bc0	0
5a8db0	EZLibError	0x38	0x42dff8	0
5a8ee0	EZCompressionError	0x38	0x5a8d00	0
5a9020	EZDecompressionError	0x38	0x5a8d00	0
5bad60	TDragObject	0x50	0x401970	0
5bb478	TDragObjectEx	0x50	0x5bacb0	0
5bb628	TBaseDragControlObject	0x58	0x5bacb0	0
5bb8b8	TDragControlObject	0x58	0x5bb578	0
5bbac8	TDragControlObjectEx	0x58	0x5bb808	0
5bbc98	TDragDockObject	0x90	0x5bb578	0
5bc1d0	TDragDockObjectEx	0x90	0x5bbbe8	0
5bc3c8	TControlCanvas	0xa8	0x586680	0
5bc790	TCustomControlAction	0x160	0x5a3e30	0
5bcb28	TControlActionLink	0x30	0x5a3948	0
5bd1a0	TSizeConstraints	0x38	0x4c9a90	0
5bd540	TMargins	0x38	0x4c9a90	0
5bdc60	TPadding	0x38	0x5bd490	0
5be318	TCustomGestureCollectionItem	0x20	0x4c9fa0	0
5be708	TCustomGestureManager	0x80	0x4db500	0
5bf030	TCustomGestureEngine	0x10	0x401970	0
5bf2f8	TCustomTouchManager	0x40	0x4c9a90	0
5bfab8	TTouchManager	0x40	0x5bf248	0
5c0f10	TControl	0x318	0x4db500	0
5c3cc0	TWinControlActionLink	0x38	0x5bca78	0
5c4510	TWinControl	0x488	0x5c0e60	0
5c64d0	TGraphicControl	0x318	0x5c0e60	0
5c6850	TCustomControl	0x488	0x5c4460	0
5c6c80	THintWindow	0x490	0x5c67a0	0
5c7478	TDragImageList	0x110	0x8113e0	0
5c7ae8	TImageList	0x110	0x5c73c8	0
5c7d98	Count	0x1ff00	0x800000000000	0
5c7fc0	TDockZone	0x50	0x401970	0
5c8820	TDockTree	0xb8	0x4035e8	0
5c8d00	TCustomPanningWindow	0x488	0x5c67a0	3
5c9218	TMouse	0x48	0x401970	0
5c98e8	TCustomListControl	0x488	0x5c4460	0
5ca038	TCustomHintWindow	0x4a8	0x5c67a0	0
5ca778	TCustomHintShowHideThread	0x70	0x4d8d90	0
5caae8	TCustomHint	0xc0	0x4db500	0
5cb8f8	TSiteList	0x28	0x4c7c48	0
5ea188	TCustomLabel	0x340	0x5c6420	0
5ea6e0	TLabel	0x340	0x5ea0d8	0
5eb4e8	TCustomEdit	0x4c8	0x5c4460	0
5ec210	TEdit	0x4c8	0x5eb438	0
5ed670	TCustomMemo	0x4d8	0x5eb438	0
5edda8	TCustomComboBoxStrings	0x48	0x4cb4b8	0
5ee188	TCustomCombo	0x530	0x5c9838	0
5eed80	TCustomComboBox	0x580	0x5ee0d8	0
5ef638	TComboBox	0x580	0x5eecd0	0
5f0b50	TButtonActionLink	0x40	0x5c3c10	0
5f0de0	TButtonControl	0x490	0x5c4460	0
5f12a0	TImageMargins	0x30	0x4c9a90	0
5f15d8	TPushButtonActionLink	0x40	0x5f0aa0	0
5f18b8	TCustomButton	0x500	0x5f0d30	0
5f2520	TButton	0x500	0x5f1808	0
5f3800	TCustomCheckBox	0x498	0x5f0d30	0
5f3d30	TCheckBox	0x498	0x5f3750	0
5f4d58	TMemoStrings	0x48	0x4cb4b8	0
5f50b0	TComboBoxStrings	0x48	0x5edcf8	0
5f7790	TCustomEdit.ObserverAdded$ActRec	0x30	0x4035e8	0
5ff538	TCustomCheckBox.ObserverAdded$ActRec	0x30	0x4035e8	0
602908	EZipException	0x38	0x42dff8	0
602a38	EZipCRCException	0x38	0x602858	0
602b68	EZipWrongPassword	0x38	0x602988	0
602e60	TZipFile	0xc8	0x401970	0
6040b8	Count	0x1ff00	0x800000000000	0
604f68	TEnumerator<System.Zip.TZipCompression>	0x10	0x401970	0
605118	TEnumerable<System.Zip.TZipCompression>	0x10	0x401970	0
607e98	TZipDecryptStream	0x28	0x4ce278	0
608218	TCRCStream	0x30	0x4ce278	0
60e028	TUrlParamsList	0x60	0x60f608	0
60e8d0	TDictionary<System.string,System.string>.TKeyEnumerator	0x20	0x570ba0	0
60eb78	TDictionary<System.string,System.string>.TKeyCollection	0x18	0x570d78	0
60ee70	TDictionary<System.string,System.string>.TValueEnumerator	0x20	0x570ba0	0
60f118	TDictionary<System.string,System.string>.TValueCollection	0x18	0x570d78	0
60f410	TDictionary<System.string,System.string>.TPairEnumerator	0x20	0x60e220	0
60f6b8	TDictionary<System.string,System.string>	0x60	0x60e458	0
6175c0	TQuickRegIniFile	0x48	0x579bc0	0
623fa0	System.Generics.Collections	0x204b0	0x61004c00000003	0
629990	EPrinter	0x38	0x42dff8	0
629ab8	TPrinter	0x60	0x401970	0
62a450	TPrinterDevice	0x28	0x401970	0
62a7a0	TPrinterCanvas	0x98	0x586680	3
62c560	TClipboard	0x20	0x4c9a90	0
62cc30	EClipboardException	0x38	0x42dff8	0
62d960	THintAction	0x148	0x5a3e30	0
62dc48	TEditAction	0x150	0x5a4260	0
62e000	TEditCut	0x150	0x62db98	0
62e2b8	TEditCopy	0x150	0x62db98	0
62e578	TEditPaste	0x150	0x62db98	0
62e890	TEditSelectAll	0x150	0x62db98	0
62eba8	TEditDelete	0x150	0x62db98	0
62f608	TTextAttributes	0x20	0x4c9a90	0
62fab0	TParaAttributes	0x18	0x4c9a90	0
6301e8	TConversion	0x10	0x401970	0
630510	TCustomRichEdit	0x580	0x5ed5c0	0
632310	TRichEditStrings	0x58	0x4cb4b8	0
635c38	EHelpSystemException	0x38	0x42dff8	0
635d80	THelpViewerNode	0x20	0x401970	0
6362c0	THelpManager	0x68	0x4035e8	0
636c88	TEnumerator<System.HelpIntfs.THelpViewerNode>	0x10	0x401970	0
636e88	TEnumerable<System.HelpIntfs.THelpViewerNode>	0x10	0x401970	0
6373d0	TList<System.HelpIntfs.THelpViewerNode>.TEnumerator	0x20	0x636bd8	0
637660	TList<System.HelpIntfs.THelpViewerNode>	0x58	0x636dd8	0
63b710	TCommonDialog	0xd8	0x4db500	0
63be50	TOpenDialog	0x180	0x63b660	0
63c7a0	EPlatformVersionException	0x38	0x42dff8	0
63ce40	TFileTypeItem	0x40	0x4c9fa0	0
63d1f0	TFileTypeItems	0x30	0x4ca638	0
63d4b8	TFavoriteLinkItem	0x28	0x4c9fa0	0
63d6a0	TFavoriteLinkItemsEnumerator	0x20	0x401970	0
63d938	TFavoriteLinkItems	0x30	0x4ca638	0
63dbf0	TCustomFileDialog	0x180	0x4db500	0
63e930	TCustomFileOpenDialog	0x180	0x63db40	0
63eb10	TFileOpenDialog	0x180	0x63e880	0
63f180	TCustomFileSaveDialog	0x180	0x63db40	0
63f358	TFileSaveDialog	0x180	0x63f0d0	0
63fc78	TTaskDialogProgressBar	0x30	0x4c9a90	0
640020	TTaskDialogBaseButtonItem	0x40	0x4c9fa0	0
6404b0	TTaskDialogButtonItem	0x50	0x63ff70	0
640820	TTaskDialogRadioButtonItem	0x40	0x63ff70	0
640a68	TTaskDialogButtonsEnumerator	0x20	0x401970	0
640d00	TTaskDialogButtons	0x50	0x4cae70	0
641330	TCustomTaskDialog	0x1c0	0x4db500	0
642628	TRedirectorWindow	0x498	0x5c4460	0
643048	TFileDialogWrapper	0x20	0x401970	0
643320	TFileOpenDialogWrapper	0x20	0x642f98	0
643458	TFileSaveDialogWrapper	0x20	0x642f98	0
645a28	TFileDialogEvents	0x38	0x4035e8	0
64a388	TMessageForm	0x680	0x828c58	0
64bb80	TTaskMessageDialog	0x1d8	0x641280	0
64c4e0	TInputQueryForm	0x680	0x828c58	0
64d940	TDefaultLoginCredentials	0x10	0x401970	0
64dc58	TDefaultLoginCredentials.LoginEvent$ActRec	0x40	0x4035e8	0
64e238	TDefaultLoginCredentials.LoginEventUsrPw$ActRec	0x40	0x4035e8	0
64eec0	TCustomQuickList	0x28	0x401970	0
64eff0	TQuickList	0x28	0x64ee10	0
64f120	TQuickGrowList	0x30	0x64ef40	0
64f250	TBufList	0x30	0x64ee10	0
651760	TLFFIFOItem	0x18	0x401970	0
651880	TLFFIFOMsg	0x30	0x6516b0	0
6519a0	TLFFIFO	0x40	0x401970	0
651ab0	TLFFIFO_MW	0x68	0x6518f0	0
651bd0	TLFMsgHandler_MW	0x68	0x651a00	0
6528c8	TQuickFont	0x88	0x4c9a90	0
659070	TSvgImage	0x20	0x401970	0
65ab78	TParseWAV	0x50	0x401970	0
65ac88	TCompressedWAVSample	0x190	0x679f40	0
661c50	TElastiqueResampleSourceInputProvider	0x10	0x401970	0
662220	TWAVStreamingThread	0x88	0x4d8d90	0
662370	TWAVStreaming	0x40	0x401970	0
662a98	TResampler	0x160	0x661ba0	0
66a370	TFFT	0x40	0x401970	0
66a480	TFFTBankFFT	0x60	0x66a2c0	0
66a5e0	TFFTBank	0x20	0x401970	0
66bb30	TFFTFilter	0x60	0x401970	0
66d640	TWaveformCacheComputeJob	0x48	0x401970	0
66d7f8	TWaveformCacheProcessorIntf	0x10	0x401970	0
66d980	TWaveformCacheComputeJobImpl	0x60	0x66d590	0
66dad8	TJobKey	0x20	0x401970	0
66dbf8	TMipmapJobQueue	0x40	0x401970	0
66dd28	TWorkerThread	0x80	0x4d8d90	0
66de78	TWaveformCacheProcessor	0x30	0x66d748	0
66eb58	TList<il.WaveformCacheProcessor.TWaveformCacheComputeJobImpl>	0x58	0x66e1e0	0
670ce8	TEnumerator<il.WaveformCacheProcessor.TJobKey>	0x10	0x401970	0
670ee8	TEnumerable<il.WaveformCacheProcessor.TJobKey>	0x10	0x401970	0
6732d0	TEnumerator<il.WaveformCacheProcessor.TMipMapUpdateListener>	0x10	0x401970	0
6734f0	TEnumerable<il.WaveformCacheProcessor.TMipMapUpdateListener>	0x10	0x401970	0
673d70	TList<il.WaveformCacheProcessor.TMipMapUpdateListener>	0x58	0x673440	0
679e50	TWAVSample.TColorCacheEntry	0x58	0x401970	0
679ff0	TWAVSample	0x178	0x401970	0
689d50	TAudioRenderer	0x50	0x401970	0
691fd0	EPNGOutMemory	0x38	0x42dff8	0
692108	EPngError	0x38	0x42dff8	0
692238	EPngUnexpectedEnd	0x38	0x42dff8	0
692378	EPngInvalidCRC	0x38	0x42dff8	0
6924b0	EPngInvalidIHDR	0x38	0x42dff8	0
6925e8	EPNGMissingMultipleIDAT	0x38	0x42dff8	0
692730	EPNGZLIBError	0x38	0x42dff8	0
692868	EPNGInvalidPalette	0x38	0x42dff8	0
6929b0	EPNGInvalidFileHeader	0x38	0x42dff8	0
692af8	EPNGIHDRNotFirst	0x38	0x42dff8	0
692c38	EPNGSizeExceeds	0x38	0x42dff8	0
692d70	EPNGUnknownCriticalChunk	0x38	0x42dff8	0
692ec0	EPNGUnknownCompression	0x38	0x42dff8	0
693008	EPNGUnknownInterlace	0x38	0x42dff8	0
693150	EPNGNoImageData	0x38	0x42dff8	0
693288	EPNGCannotChangeTransparent	0x38	0x42dff8	0
6933e0	EPNGHeaderNotPresent	0x38	0x42dff8	0
693528	EPNGInvalidNewSize	0x38	0x42dff8	0
693670	EPNGInvalidSpec	0x38	0x42dff8	0
693920	TPNGPointerList	0x28	0x401970	0
693b90	TPNGList	0x28	0x693870	0
693f70	TPngImage	0x270	0x587af8	0
6950a0	TChunk	0x28	0x401970	0
695618	TChunkIEND	0x28	0x694ff0	0
695860	TChunkIHDR	0x4a0	0x694ff0	0
695ed0	TChunkpHYs	0x38	0x694ff0	0
696250	TChunkgAMA	0x28	0x694ff0	0
6964f8	TChunkPLTE	0x30	0x694ff0	0
696838	TChunktRNS	0x130	0x694ff0	0
696b80	TChunkIDAT	0x88	0x694ff0	0
696e90	TChunktIME	0x30	0x694ff0	0
6972f8	TChunktEXt	0x38	0x694ff0	0
697650	TChunkzTXt	0x38	0x697248	0
6a1bd8	TDIBSharedImage	0x4a0	0x589140	0
6a1d00	TDIB	0x140	0x587af8	0
6a1f58	TDIBmp	0x150	0x6a1c50	0
6a2498	TPaletteItem	0x438	0x4c9fa0	0
6a25f8	TPaletteManager	0x18	0x401970	0
6b5bf8	TGlobalMemoryStream	0x38	0x4d2768	0
6b92c0	TDIBmpList	0x90	0x4db500	0
6b9730	TQuickBaseTimer	0xb0	0x4db500	0
6b98e0	TQuickCustomTimer	0x100	0x6b9680	0
6b9b70	TQuickTimer	0x100	0x6b9830	0
6b9d90	TQuickTimerParasite	0xb8	0x6b9680	0
6babe0	TSliderKnob	0x3a8	0x7fbca8	0
6baef0	TTrackSlider	0x598	0x7fcb90	0
6bd0d8	TCustomShortcut	0x50	0x401970	0
6bd240	TCustomShortcutList	0x20	0x401970	0
6bd3e0	TEnumerator<il.CustomShortcuts.TCustomShortcutListener>	0x10	0x401970	0
6bd5f0	TEnumerable<il.CustomShortcuts.TCustomShortcutListener>	0x10	0x401970	0
6bdb90	TList<il.CustomShortcuts.TCustomShortcutListener>.TEnumerator	0x20	0x6bd330	0
6bde38	TList<il.CustomShortcuts.TCustomShortcutListener>	0x58	0x6bd540	0
6c0460	TEnumerator<il.CustomShortcuts.TCustomShortcut>	0x10	0x401970	0
6c0660	TEnumerable<il.CustomShortcuts.TCustomShortcut>	0x10	0x401970	0
6c1178	TDictionary<System.string,il.CustomShortcuts.TCustomShortcut>	0x60	0x6bf870	0
6c5a18	TSpeedButtonActionLink	0x40	0x5bca78	0
6c5d20	TSpeedButton	0x338	0x5c6420	0
6c6c70	TList<System.Integer>.TEnumerator	0x20	0x4e85c8	0
6c6ed8	TList<System.Integer>	0x58	0x4e87a0	0
6c8550	TGlyphList	0x120	0x5c7a38	0
6c8908	TGlyphCache	0x18	0x401970	0
6c8bc0	TButtonGlyph	0x50	0x401970	0
6ccd60	TQuickScroller	0x708	0x7a4e58	0
6cdb30	TQuickScrollerBtn	0x4e8	0x715458	0
6cdeb8	TQuickScrollerHandle	0x4f0	0x715458	0
6d4700	TNumBar	0x708	0x6cccb0	0
6d4eb0	TBaseGlassForm	0x770	0x7e0c30	0
6d5540	TOleStream	0x18	0x4ce278	0
6d58e8	TCustomAdapter	0x38	0x4035e8	0
6d5bc0	TAdapterNotifier	0x30	0x4035e8	0
6d5ea0	TFontAdapter	0x50	0x6d5838	0
6d6190	TPictureAdapter	0x50	0x6d5838	0
6d6338	TOleGraphic	0x58	0x587af8	0
6d87e8	TStreamList	0x28	0x401970	0
6d8c70	TNamedInterfaceList	0x28	0x401970	0
6d91a8	TStorageInterfaceList	0x28	0x6d8bc0	0
6d9488	TFixedStreamAdapter	0x48	0x4d3e48	0
6d9820	TMemoryList	0x18	0x401970	0
6d9b50	TCustomSimpleClipboardFormat	0x38	0x6e4278	0
6d9da8	TCustomAnsiStringClipboardFormat	0x48	0x6d9aa0	0
6da0e0	TAnsiStringClipboardFormat	0x48	0x6d9cf8	0
6da378	TCustomStringListClipboardFormat	0x40	0x6d9aa0	0
6da6b8	TCustomDWORDClipboardFormat	0x40	0x6d9aa0	0
6da930	TPreferredDropEffectClipboardFormat	0x40	0x6da608	0
6dac70	TPerformedDropEffectClipboardFormat	0x40	0x6da608	0
6daf68	TLogicalPerformedDropEffectClipboardFormat	0x40	0x6da608	0
6db268	TPasteSucceededClipboardFormat	0x40	0x6da608	0
6db550	TInShellDragLoopClipboardFormat	0x40	0x6da608	0
6db7f8	TTargetCLSIDClipboardFormat	0x48	0x6d9aa0	0
6dbb78	TDataStreamDataFormat	0x40	0x6e5350	0
6dbeb8	TFeedbackDataFormat	0x60	0x6e5350	0
6ded40	TControlList	0x18	0x401970	0
6df390	TCustomDropTarget	0x1c0	0x6e5088	0
6e0430	TCustomDropMultiTarget	0x1d0	0x6df2e0	0
6e1880	TDropTargetTransferThread	0x78	0x4d8d90	0
6e2330	TWinControlProxy	0x488	0x5c4460	0
6e4148	TInterfacedComponent	0x88	0x4db500	0
6e4328	TClipboardFormat	0x38	0x401970	0
6e4b78	TClipboardFormats	0x28	0x401970	0
6e5138	TDragDropComponent	0x90	0x6e4098	0
6e5400	TCustomDataFormat	0x38	0x401970	0
6e5b00	TDataFormats	0x18	0x401970	0
6e5e70	TDataFormatClasses	0x18	0x401970	0
6e6178	TDataFormatMap	0x18	0x401970	0
6e68b0	TRawDataFormat	0x38	0x6e5350	0
6e6af0	TRawClipboardFormat	0x50	0x6e4278	0
6ea710	TCustomDropSource	0x168	0x6e5088	0
6eb3f8	TCustomDropMultiSource	0x178	0x6ea660	0
6eb880	TDropSourceThread	0x78	0x4d8d90	0
6ed5d0	TEnumFormatEtc	0x38	0x4035e8	0
6ede70	TSourceDataFormats	0x18	0x6e5a50	0
6eec00	TCustomAnsiTextClipboardFormat	0x48	0x6d9cf8	0
6eee58	TCustomUnicodeTextClipboardFormat	0x40	0x6d9aa0	0
6ef130	TAnsiTextClipboardFormat	0x48	0x6eeb50	0
6ef3c8	TUnicodeTextClipboardFormat	0x40	0x6eeda8	0
6ef660	TOEMTextClipboardFormat	0x48	0x6eeb50	0
6ef8f0	TRichTextClipboardFormat	0x48	0x6eeb50	0
6efb88	TCSVClipboardFormat	0x40	0x6da2c8	0
6efe10	TLocaleClipboardFormat	0x40	0x6da608	0
6f00e0	TTextDataFormat	0x50	0x6e5350	0
6f15a0	TPIDLList	0x28	0x401970	0
6f1a50	TPIDLClipboardFormat	0x48	0x6d9aa0	0
6f1e50	TPIDLDataFormat	0x48	0x6e5350	0
6f2f68	TPIDLsToFilenamesStrings	0x40	0x6f3d88	0
6f3e38	TUnicodeStrings	0x38	0x4c9a90	0
6f4680	TUnicodeStringList	0x48	0x6f3d88	0
6f4978	TUnicodeStringsAdapter	0x40	0x6f3d88	0
6f4c98	TFileClipboardFormat	0x48	0x6d9aa0	0
6f50f8	TAnsiFilenameClipboardFormat	0x48	0x6eeb50	0
6f5440	TUnicodeFilenameClipboardFormat	0x40	0x6eeda8	0
6f5788	TAnsiFilenameMapClipboardFormat	0x40	0x6d9aa0	0
6f5b48	TUnicodeFilenameMapClipboardFormat	0x40	0x6d9aa0	0
6f5f18	TFileMapDataFormat	0x40	0x6e5350	0
6f62f8	TFileDataFormat	0x40	0x6e5350	0
6f66d0	TFileGroupDescriptorCustomClipboardFormat	0x40	0x6d9aa0	0
6f6b10	TAnsiFileGroupDescriptorClipboardFormat	0x40	0x6f6620	0
6f7040	TUnicodeFileGroupDescriptorClipboardFormat	0x40	0x6f6620	0
6f74e0	TFileContentsClipboardFormat	0x48	0x6d9cf8	0
6f77b8	TFileContentsStreamClipboardFormat	0x40	0x6e4278	0
6f7cd8	TFileContentsStreamOnDemandClipboardFormat	0x50	0x6e4278	0
6f8220	TFileContentsStorageClipboardFormat	0x40	0x6e4278	0
6f8670	TVirtualFileStreamDataFormat	0x68	0x6e5350	0
6f8d50	TDropFileTarget	0x1e0	0x6e0380	0
6f9130	TDropFileSource	0x188	0x6eb348	0
6fd408	TFileDescriptorToFilenameStrings	0x50	0x4cb4b8	0
6fee98	TLightweightLayeredControl	0xc8	0x4db500	0
6ff0e0	TLayeredControlThread	0x60	0x4d8d90	0
6ff238	TThreadedLayeredControl	0xe8	0x6fede8	0
6ff438	TSmoothHackControl	0xc8	0x6fede8	2
700a60	TThreadedLayeredControlEx	0x108	0x6ff188	0
7019b0	TDragThumbForm	0x328	0x7009b0	0
703270	TDropFileSource	0x1d0	0x6f9080	0
703510	TDropFileTarget	0x1e0	0x6f8ca0	0
703e10	TNewMenu	0x548	0x7fcb90	0
705e40	TQuickMenuProp	0xc8	0x401970	0
7060b0	TQuickMenuActionLink	0x38	0x815d88	0
7062f0	TQuickMenuItem	0x160	0x816258	0
7066c8	TQuickPopupMenuWindow	0x828	0x6d4e00	3
707058	TDeferredPopupTimer	0x120	0x6b9ac0	0
707228	TQuickPopupMenu	0x1c0	0x818880	0
707628	TEnumerator<QuickPopup.TMenuAnimItem>	0x10	0x401970	0
707818	TEnumerable<QuickPopup.TMenuAnimItem>	0x10	0x401970	0
707d20	TList<QuickPopup.TMenuAnimItem>.TEnumerator	0x20	0x707578	0
707fa0	TList<QuickPopup.TMenuAnimItem>	0x58	0x707768	0
714708	TCustomQuickBtn	0x4e8	0x79ce10	0
715508	TQuickBtn	0x4e8	0x714658	0
715b10	TQuickCheckBox	0x4e8	0x714658	0
716100	TVectorCheckBox	0x500	0x715a60	0
716640	TSysBtn	0x4f8	0x715458	0
716a20	TQuickFocusBtn	0x520	0x7fcb90	0
716e90	TCustomQuickBtnActionLink	0x38	0x5bca78	0
717100	TCustomQuickBtnRightMouseUpActionLink	0x38	0x716de0	0
717390	TCustomQuickBtnRightClickActionLink	0x38	0x716de0	0
717620	TCustomQuickBtnMiddleClickActionLink	0x38	0x716de0	0
721b88	TFLBaseVectorForm	0x798	0x7e06b8	2
722588	TXmlParser	0xb8	0x401970	0
723218	TNvpNode	0x20	0x401970	0
7233f8	TNvpList	0x30	0x59ea18	0
723738	TAttr	0x28	0x723168	0
723888	TAttrList	0x30	0x723348	0
723a40	TEntityStack	0x38	0x59ea18	0
723d70	TAttrDef	0x38	0x723168	0
723f28	TElemDef	0x48	0x723348	0
7240e0	TElemList	0x30	0x59ea18	0
7242b8	TEntityDef	0x38	0x723168	0
724468	TNotationDef	0x28	0x723168	0
725a40	TEntityStackNode	0x38	0x401970	0
725ef0	TExternalID	0x28	0x401970	0
72ade0	EXMLReadError	0x38	0x42dff8	0
72af10	TXMLParameter	0x28	0x401970	0
72b058	TXMLNode	0x48	0x401970	0
72b1a0	TXMLFile	0x38	0x401970	0
72b2e8	TXMLFile_LibXmlParser	0x48	0x72b0f0	0
72b478	TEnumerator<il.XmlReader.TXMLNode>	0x10	0x401970	0
72b660	TEnumerable<il.XmlReader.TXMLNode>	0x10	0x401970	0
72ba48	TStack<il.XmlReader.TXMLNode>.TEnumerator	0x20	0x72b3c8	0
72bcc8	TStack<il.XmlReader.TXMLNode>	0x50	0x72b5b0	0
7301b0	ISearchDirCallback	0x10	0x401970	0
7302f0	ISearchDirStringList	0x10	0x401970	0
730430	IPathManager	0x10	0x401970	0
7305b8	TPathManagerWrapper	0x18	0x401970	0
7306e8	TSearchDirBaseCallback	0x10	0x730100	0
730830	TSearchDirStringList	0x20	0x730240	0
731120	TPathInfo	0x28	0x401970	0
731238	TRootPathInfo	0x18	0x401970	0
731358	TPathManagerImpl	0x18	0x730380	0
7314e0	TPathManager	0x40	0x401970	0
731e68	TEnumerator<System.Byte>	0x10	0x401970	0
732038	TEnumerable<System.Byte>	0x10	0x401970	0
732260	TDictionary<System.Byte,System.string>.TKeyEnumerator	0x20	0x731db8	0
732500	TDictionary<System.Byte,System.string>.TKeyCollection	0x18	0x731f88	0
7327e8	TDictionary<System.Byte,System.string>.TValueEnumerator	0x20	0x570ba0	0
732a90	TDictionary<System.Byte,System.string>.TValueCollection	0x18	0x570d78	0
732d88	TDictionary<System.Byte,System.string>.TPairEnumerator	0x20	0x7316a0	0
733030	TDictionary<System.Byte,System.string>	0x60	0x7318d0	0
733eb8	TList<System.Byte>.TEnumerator	0x20	0x731db8	0
734120	TList<System.Byte>	0x58	0x731f88	0
736120	TEnumerator<System.Cardinal>	0x10	0x401970	0
736300	TEnumerable<System.Cardinal>	0x10	0x401970	0
736b40	TEnumerator<PathManager.TPathInfo>	0x10	0x401970	0
736d28	TEnumerable<PathManager.TPathInfo>	0x10	0x401970	0
7377e0	TDictionary<System.Cardinal,PathManager.TPathInfo>	0x60	0x735a88	0
7405a8	TQuickCustomTabSelector	0x590	0x7a4e58	0
740de8	TQuickTabSelector	0x5a0	0x7404f8	0
7412d8	TQuickSheetSelector	0x5b0	0x7404f8	0
741748	TQuickSheet	0x558	0x7a4e58	0
741d90	TVectorSheet	0x668	0x779078	0
745840	TQuickCustomMemo	0x730	0x779078	0
746298	TQuickMemo	0x730	0x745790	0
7466a0	TQuickEdit	0x730	0x745790	0
74c7f8	TQuickStringGridHeader	0x508	0x7fcb90	0
74cfe8	TQuickStringGrid	0x6f0	0x779078	0
750f40	TCustomWAVScope	0x3e0	0x7fbca8	0
7517d0	THQWAVScope	0x470	0x750e90	0
751bb0	TWAVVolumeter	0x420	0x7fbca8	0
757ea0	TXMLParameterEx	0x38	0x72ae60	0
757fc8	TXMLNodeEx	0x50	0x72afa8	0
758120	TThemeBitmapData	0x28	0x401970	0
759118	TEnumerator<System.Classes.TStringList>	0x10	0x401970	0
759308	TEnumerable<System.Classes.TStringList>	0x10	0x401970	0
759de0	TDictionary<System.string,System.Classes.TStringList>	0x60	0x758578	0
75aad8	TObjectDictionary<System.string,System.Classes.TStringList>	0x68	0x759d30	0
75bce0	TEnumerator<ThemeSupport.TThemePaintInfo>	0x10	0x401970	0
75bed0	TEnumerable<ThemeSupport.TThemePaintInfo>	0x10	0x401970	0
75c9c8	TDictionary<System.string,ThemeSupport.TThemePaintInfo>	0x60	0x75b120	0
75d8c8	TList<ThemeSupport.TThemePaintInfo>.TEnumerator	0x20	0x75bc30	0
75db50	TList<ThemeSupport.TThemePaintInfo>	0x58	0x75be20	0
75f1e0	TObjectList<ThemeSupport.TThemePaintInfo>	0x60	0x75daa0	0
75f5e8	TEnumerator<QuickThemeHandler.TThemeBitmapData>	0x10	0x401970	0
75f7e8	TEnumerable<QuickThemeHandler.TThemeBitmapData>	0x10	0x401970	0
75fd40	TList<QuickThemeHandler.TThemeBitmapData>.TEnumerator	0x20	0x75f538	0
75ffd8	TList<QuickThemeHandler.TThemeBitmapData>	0x58	0x75f738	0
761678	TObjectList<QuickThemeHandler.TThemeBitmapData>	0x60	0x75ff28	0
770a18	TEnumerator<QuickThemeHandler.TXMLNodeEx>	0x10	0x401970	0
770c08	TEnumerable<QuickThemeHandler.TXMLNodeEx>	0x10	0x401970	0
771148	TList<QuickThemeHandler.TXMLNodeEx>.TEnumerator	0x20	0x770968	0
7713d0	TList<QuickThemeHandler.TXMLNodeEx>	0x58	0x770b58	0
777570	TThemePaintInfo	0x70	0x401970	0
778000	TQuickScrollBoxScroller	0x708	0x6d4650	0
7786c8	TCustomVectorPanel	0x620	0x7fcf70	0
779128	TVectorPanel	0x620	0x778618	0
779ad0	TQuickCombo	0x580	0x714658	0
77a328	TQuickBitTable	0x3c8	0x7fbca8	0
780f00	TFavOpenDialog	0x1e0	0x63bda0	0
781660	TFavSaveDialog	0x1e0	0x780e50	0
