# VMT_RVA	ClassName	InstanceSize	ParentVMT	PublishedMethodCount
781a30	TFileDialogEvents	0x40	0x4035e8	0
7820b0	TFavFileOpenDialog	0x180	0x63ea60	0
788478	TPaletteEditorForm	0x9e0	0x721ad8	40
795ef8	TFruityPlugHost	0x108	0x401970	0
796240	TNameEditForm	0x830	0x721ad8	17
79cec0	TCustomSelector	0x3f8	0x7fbca8	0
79d4b0	TNoPaintSelector	0x450	0x79ce10	0
79dd50	TPaintBoxSelector	0x470	0x79d400	0
79e240	TSwitchSelector	0x480	0x79d400	0
79e858	TSelector	0x458	0x79d400	0
79ec88	TFluidMultiSelector	0x430	0x79ce10	0
79f3f8	TCustomWheel	0x488	0x79ce10	0
79fc90	TPaintWheel	0x498	0x79f348	0
7a00b0	TWAVWheel	0x490	0x79f348	0
7a05d0	TBaseVectorWheel	0x4a8	0x79f348	0
7a0c88	TVectorWheel	0x538	0x7a0520	0
7a19c8	TVectorDigiWheel	0x4e8	0x79f348	0
7a2300	TVectorMultiDigiWheel	0x508	0x7a1918	0
7a28b0	TVectorSlider	0x580	0x7a0520	0
7a3258	TQuickPaintBox	0x3b8	0x7fbca8	0
7a3d40	TQuickLabel	0x3c8	0x7fbca8	0
7a45f8	TVectorBevel	0x3a8	0x7fbca8	0
7a4a88	TQuickContainer	0x508	0x7fcb90	0
7a4f08	TQuickBorderedControl	0x538	0x7fcf70	0
7a53f8	TQuickSplitter	0x3f0	0x7fbca8	0
7a5bd0	TQuickGauge	0x3d8	0x7fbca8	0
7dc078	TNewCaption	0x540	0x7fcb90	0
7dd928	TWPControl	0x588	0x7fcf70	0
7de430	TWPControlForm	0x588	0x7dd878	0
7de900	TCustomWPForm	0x708	0x828c58	0
7df8d8	TUnpaintedWPForm	0x718	0x7de850	0
7dfdb0	TWPForm	0x748	0x7df828	0
7e0298	TChildWPForm	0x748	0x7dfd00	0
7e0768	TVectorForm	0x768	0x7df828	0
7e0ce0	TChildVectorForm	0x768	0x7e06b8	0
7e1180	TLayeredForm	0x780	0x7de850	0
7e16a8	TWPFrame	0x508	0x7fcb90	0
7ebe28	TTouchEngine	0x98	0x4db500	0
7ed740	TDispMetrics	0x40	0x401970	0
7ee738	TEnumerator<QuickDispMetrics.TDispMetrics>	0x10	0x401970	0
7ee930	TEnumerable<QuickDispMetrics.TDispMetrics>	0x10	0x401970	0
7ef428	TDictionary<System.Integer,QuickDispMetrics.TDispMetrics>	0x60	0x7edb80	0
7f0120	TObjectDictionary<System.Integer,QuickDispMetrics.TDispMetrics>	0x68	0x7ef378	0
7f3ca0	TBaseAnimForm	0xc8	0x6fede8	0
7f3e78	TGenericAnimForm	0x110	0x7f3bf0	0
7f4050	TWaitAnimForm	0xf8	0x6ff188	0
7f5de0	TReadMemoryStream	0x28	0x4d2338	0
7f5f98	TIStreamToStream	0x18	0x4ce278	0
7fb860	TTaskbarHandler	0x80	0x4db500	0
7fbd58	TQuickGraphicControl	0x3a0	0x5c0e60	0
7fc258	TQuickWinControl	0x500	0x5c4460	0
7fc830	TQuickPaintList	0x40	0x64f1a0	0
7fc968	TQuickControlCanvasEx	0xc8	0x5bc318	0
7fcc40	TQuickCustomControl	0x508	0x7fc1a8	0
7fd020	TExtraQuickCustomControl	0x520	0x7fcb90	0
804f50	TImage	0x338	0x5c6420	0
805ce0	TTimer	0xa0	0x4db500	0
806040	TCustomPanel	0x4a0	0x5c67a0	0
806660	TPanel	0x4a0	0x805f90	0
807790	MaxBtn	0x1ff00	0x800000000000	0
807e48	TCustomControlBar	0x5b8	0x7fcb90	0
808310	TCustomTrayIcon	0x148	0x4db500	0
810030	TEnumerator<System.TClass>	0x10	0x401970	0
810208	TEnumerable<System.TClass>	0x10	0x401970	0
8105c8	TEnumerator<Winapi.Windows.HWND>	0x10	0x401970	0
8107a8	TEnumerable<Winapi.Windows.HWND>	0x10	0x401970	0
8110b0	TChangeLink	0x38	0x59fb90	0
811490	TCustomImageList	0xf0	0x59f820	0
8158d0	EMenuError	0x38	0x42dff8	0
815e38	TMenuActionLink	0x30	0x5a3948	0
816090	TMenuItemEnumerator	0x20	0x401970	0
816308	TMenuItem	0x158	0x4db500	0
817818	TMenu	0xc0	0x4db500	0
8181e0	TMainMenu	0xd0	0x817768	0
818930	TPopupMenu	0xe8	0x817768	0
8190b8	TPopupList	0x30	0x4c7c48	0
8192f8	TMenuItemStack	0x18	0x59f438	0
81a7f8	TMenuPopulator	0x20	0x401970	0
81ed58	TMenuUpdater	0x10	0x401970	0
820518	TMenuFinder	0x30	0x401970	0
822088	TOleMenuPopulator	0x30	0x401970	0
823e90	TControlScrollBar	0x58	0x4c9a90	0
824670	TScrollingWinControl	0x4b0	0x5c4460	0
824e68	TScrollBox	0x4b8	0x8245c0	0
826a38	TGlassFrame	0x40	0x4c9a90	0
826f20	TCustomForm	0x678	0x8245c0	0
828d08	TForm	0x678	0x826e70	0
82ad58	TCustomDockForm	0x678	0x826e70	0
82b320	TMonitor	0x20	0x401970	0
82b808	TScreen	0x170	0x4db500	0
82d3a8	TApplication	0x2d8	0x4db500	0
849ba0	IAudioPluginStream	0x10	0x401970	0
849cf8	IAudioPluginHost	0x10	0x401970	0
849f48	ITempoMapReader	0x10	0x401970	0
84a0c0	TApiHook	0x30	0x401970	0
84a9b0	TShellPluginInfo	0x38	0x401970	0
84aaf0	TShellPluginInfoList	0x20	0x401970	0
84ac38	TParamMenuInfo	0x28	0x401970	0
84ad70	TMenuItemList	0x18	0x401970	0
84aea8	TAudioPluginHostIf	0x10	0x401970	0
84b138	TBaseAudioPlugin	0x7a8	0x401970	0
84b690	TBaseAudioPluginEditor	0x58	0x401970	0
84b858	TBaseAudioPluginHost	0x10	0x84adf8	0
84baf0	TDummyHost	0x10	0x84b7a8	0
850cc0	TPluginFileInfo	0x78	0x401970	0
850e50	TPluginPresetInfo	0x40	0x401970	0
851e80	TEnumerator<Plugin.Info.TPluginFileInfo>	0x10	0x401970	0
852070	TEnumerable<Plugin.Info.TPluginFileInfo>	0x10	0x401970	0
852b60	TDictionary<System.Integer,Plugin.Info.TPluginFileInfo>	0x60	0x8512d0	0
853858	TObjectDictionary<System.Integer,Plugin.Info.TPluginFileInfo>	0x68	0x852ab0	0
85a788	TPluginFormat	0x28	0x401970	0
85a948	TPluginFormatList	0x60	0x860260	0
85aaf8	TEnumerator<Plugin.Tools.TDefaultPluginSearchPathInfo>	0x10	0x401970	0
85ad08	TEnumerable<Plugin.Tools.TDefaultPluginSearchPathInfo>	0x10	0x401970	0
85b2a8	TList<Plugin.Tools.TDefaultPluginSearchPathInfo>.TEnumerator	0x20	0x85aa48	0
85b550	TList<Plugin.Tools.TDefaultPluginSearchPathInfo>	0x58	0x85ac58	0
85ce48	TList<Plugin.Info.TPluginFileInfo>.TEnumerator	0x20	0x851dd0	0
85d0d0	TList<Plugin.Info.TPluginFileInfo>	0x58	0x851fc0	0
85f628	TEnumerator<Plugin.Formats.TPluginFormat>	0x10	0x401970	0
85f818	TEnumerable<Plugin.Formats.TPluginFormat>	0x10	0x401970	0
860310	TDictionary<System.Integer,Plugin.Formats.TPluginFormat>	0x60	0x85ea70	0
864020	TAbcStringlist	0x88	0x4cd3b8	0
864298	TSortedObjectList	0x20	0x401970	0
864d30	TCustomSettings	0x28	0x401970	0
864e88	TRegSettings	0x38	0x864c80	0
865000	TPlatformSettings	0x38	0x864dd8	0
865168	TSetting	0x28	0x401970	0
865350	TStringSetting	0x38	0x8650b8	0
865540	TIntSetting	0x30	0x8650b8	0
865708	TBoolSetting	0x30	0x8650b8	0
8658d0	TFloatSetting	0x30	0x8650b8	0
865a98	TStringListSetting	0x38	0x8650b8	0
865cd8	TIntListSetting	0x38	0x8650b8	0
865f10	TBoolListSetting	0x38	0x8650b8	0
866148	TFloatListSetting	0x38	0x8650b8	0
866338	TRecordListSetting	0x38	0x8650b8	0
86a580	TPluginSearchPathList	0x28	0x401970	0
86a730	TEnumerator<Plugin.SearchPaths.TPluginSearchPath>	0x10	0x401970	0
86a930	TEnumerable<Plugin.SearchPaths.TPluginSearchPath>	0x10	0x401970	0
86aeb8	TList<Plugin.SearchPaths.TPluginSearchPath>.TEnumerator	0x20	0x86a680	0
86b150	TList<Plugin.SearchPaths.TPluginSearchPath>	0x58	0x86a880	0
86c848	TPluginSearchPathSettings	0x38	0x864f50	0
86c9c0	TOldPluginSearchPathSettings	0x38	0x864dd8	0
86f598	TNFOFile	0x30	0x401970	0
8723f0	TPluginLocator	0x30	0x401970	0
8747a0	TWAVMonitor	0x70	0x401970	0
874e40	TCustomLog	0x38	0x401970	0
874f98	TFileLog	0x58	0x874d90	0
8750d0	TMultithreadFileLog	0x60	0x874ee8	0
875270	TAdvancedLog	0x80	0x401970	0
875418	TEnumerator<Logging.TAdvancedLogEntry>	0x10	0x401970	0
875608	TEnumerable<Logging.TAdvancedLogEntry>	0x10	0x401970	0
875b18	TList<Logging.TAdvancedLogEntry>.TEnumerator	0x20	0x875368	0
875da0	TList<Logging.TAdvancedLogEntry>	0x58	0x875558	0
877bd8	TDictionary<System.Integer,System.string>.TKeyEnumerator	0x20	0x4e85c8	0
877e80	TDictionary<System.Integer,System.string>.TKeyCollection	0x18	0x4e87a0	0
878178	TDictionary<System.Integer,System.string>.TValueEnumerator	0x20	0x570ba0	0
878420	TDictionary<System.Integer,System.string>.TValueCollection	0x18	0x570d78	0
878718	TDictionary<System.Integer,System.string>.TPairEnumerator	0x20	0x877530	0
8789c0	TDictionary<System.Integer,System.string>	0x60	0x877770	0
87dee8	TTestTaskIntf	0x10	0x401970	0
87e048	TTestModeIntf	0x10	0x401970	0
87e210	TLoggedEvent	0x38	0x401970	0
87e3a0	TEventLogger.TStartEvent	0x10	0x401970	0
87e4e0	TEventLogger	0x38	0x401970	0
87e658	TEnumerator<il.EventLogger.TLoggedEvent>	0x10	0x401970	0
87e848	TEnumerable<il.EventLogger.TLoggedEvent>	0x10	0x401970	0
87ed68	TList<il.EventLogger.TLoggedEvent>.TEnumerator	0x20	0x87e5a8	0
87eff0	TList<il.EventLogger.TLoggedEvent>	0x58	0x87e798	0
880680	TObjectList<il.EventLogger.TLoggedEvent>	0x60	0x87ef40	0
882078	TDictionary<System.Int64,il.EventLogger.TLoggedEvent>	0x60	0x880d28	0
8855a0	TFLCloudServerInfo	0x40	0x401970	0
885740	TFLShopInfo	0x38	0x401970	0
8858c0	TILServerIntf	0x20	0x401970	0
885b40	TBaseDelayLine	0x38	0x401970	0
885c68	TBasicDelay_32FS	0x58	0x885a90	0
8861e0	TAction	0x10	0x401970	0
886360	TActionList	0x88	0x401970	0
8864d8	TEnumerator<il.ActionList.TActionRec>	0x10	0x401970	0
8866c8	TEnumerable<il.ActionList.TActionRec>	0x10	0x401970	0
886bc8	TList<il.ActionList.TActionRec>.TEnumerator	0x20	0x886428	0
886e48	TList<il.ActionList.TActionRec>	0x58	0x886618	0
888590	TEnumerator<il.ActionList.TActionNotification>	0x10	0x401970	0
888790	TEnumerable<il.ActionList.TActionNotification>	0x10	0x401970	0
888ce8	TList<il.ActionList.TActionNotification>.TEnumerator	0x20	0x8884e0	0
888f80	TList<il.ActionList.TActionNotification>	0x58	0x8886e0	0
88c1a0	TMixerIntf	0x10	0x401970	0
88c340	TCallbackThread	0x78	0x4d8d90	0
88c4a8	TThreadedActivity	0x38	0x401970	0
88c600	TActivityThread	0x58	0x4d8d90	0
88d0b0	TBackOfficeFileInfo	0xa8	0x401970	0
88d338	TBackOfficeStreamer	0x18	0x401970	0
88d4e0	TEnumerator<il.StreamerAPI.TBackOfficeFileInfo>	0x10	0x401970	0
88d6e0	TEnumerable<il.StreamerAPI.TBackOfficeFileInfo>	0x10	0x401970	0
88dc40	TList<il.StreamerAPI.TBackOfficeFileInfo>.TEnumerator	0x20	0x88d430	0
88ded8	TList<il.StreamerAPI.TBackOfficeFileInfo>	0x58	0x88d630	0
88f578	TObjectList<il.StreamerAPI.TBackOfficeFileInfo>	0x60	0x88de28	0
891ce0	TDownload	0x70	0x401970	0
891e68	TContentDownloader	0xa0	0x401970	0
892030	TEnumerator<il.DownloadManager.TDownload>	0x10	0x401970	0
892220	TEnumerable<il.DownloadManager.TDownload>	0x10	0x401970	0
892760	TList<il.DownloadManager.TDownload>.TEnumerator	0x20	0x891f80	0
8929e8	TList<il.DownloadManager.TDownload>	0x58	0x892170	0
894078	TDownloaderActivity	0x40	0x88c3f8	0
895e80	TILLicenseIntf	0x10	0x401970	0
8966a8	EJSONException	0x38	0x42dff8	0
8967d8	EJSONPathException	0x38	0x8965f8	0
896918	EJSONParseException	0x50	0x8965f8	0
896e48	TJSONAncestor	0x18	0x401970	0
897388	TJSONByteReader	0x60	0x401970	0
897bc0	TJSONValue	0x18	0x896d98	0
8983c8	TJSONString	0x28	0x897b10	0
898860	TJSONNumber	0x28	0x898318	0
898f20	TJSONPair	0x28	0x896d98	0
899740	TJSONObject.TEnumerator	0x20	0x401970	0
8999c0	TJSONObject	0x20	0x897b10	0
89a6d8	TJSONNull	0x18	0x897b10	0
89a9e8	TJSONBool	0x20	0x897b10	0
89ada8	TJSONTrue	0x20	0x89a938	0
89af98	TJSONFalse	0x20	0x89a938	0
89b188	TJSONArray.TEnumerator	0x20	0x401970	0
89b408	TJSONArray	0x20	0x897b10	0
89bf00	TEnumerator<System.JSON.TJSONPair>	0x10	0x401970	0
89c0e8	TEnumerable<System.JSON.TJSONPair>	0x10	0x401970	0
89c5e8	TList<System.JSON.TJSONPair>.TEnumerator	0x20	0x89be50	0
89c860	TList<System.JSON.TJSONPair>	0x58	0x89c038	0
89df38	TEnumerator<System.JSON.TJSONValue>	0x10	0x401970	0
89e120	TEnumerable<System.JSON.TJSONValue>	0x10	0x401970	0
89e620	TList<System.JSON.TJSONValue>.TEnumerator	0x20	0x89de88	0
89e898	TList<System.JSON.TJSONValue>	0x58	0x89e070	0
8a8520	TCloudMasteringRealtimeProcessor	0x10	0x401970	0
8a8698	TCloudMastering	0x108	0x401970	0
8a8968	TRealtimeProcessorImpl.TSetParam	0x28	0x401970	0
8a8ad0	TRealtimeProcessorImpl	0x58	0x8a8470	0
8a8ca8	TEnumerator<il.CloudMastering.TRealtimeProcessorImpl.TSetParam>	0x10	0x401970	0
8a8ec8	TEnumerable<il.CloudMastering.TRealtimeProcessorImpl.TSetParam>	0x10	0x401970	0
8a9600	TQueue<il.CloudMastering.TRealtimeProcessorImpl.TSetParam>	0x60	0x8a8e18	0
8ae140	TRenderIntf.TMasteringControlIntf	0x10	0x401970	0
8ae2c8	TRenderIntf	0x50	0x401970	0
8ae470	TReferencedObject	0x28	0x401970	0
8ae6f0	TSharedPtrCounter	0x38	0x8ae3c0	0
8aead0	TBasePromise	0x30	0x8ae3c0	0
8aec08	TPromise	0x58	0x8aea20	0
8aed30	TNonReferencedPromise	0x18	0x401970	0
8aee78	TBackgroundJob	0x30	0x401970	0
8aefb0	TBackgroundWorker	0x38	0x401970	0
8af280	TSharedPtr<il.BackgroundWorker.TNonReferencedPromise>	0x38	0x8af030	0
8af3f8	TWeakPtr<il.BackgroundWorker.TNonReferencedPromise>	0x18	0x401970	0
8af5c0	TEnumerator<QuickThreads.PSTBTaskGroup>	0x10	0x401970	0
8af7b0	TEnumerable<QuickThreads.PSTBTaskGroup>	0x10	0x401970	0
8afcc8	TList<QuickThreads.PSTBTaskGroup>.TEnumerator	0x20	0x8af510	0
8aff50	TList<QuickThreads.PSTBTaskGroup>	0x58	0x8af700	0
8b1748	TList<System.Int64>.TEnumerator	0x20	0x4f05a0	0
8b19b0	TList<System.Int64>	0x58	0x4f0770	0
8b3020	TProcedureJob	0x38	0x8aedc8	0
8b59f0	TWebProjectInfo	0x38	0x401970	0
8b5b68	TCloudStorage	0x38	0x401970	0
8b5d08	TEnumerator<il.CloudStorage.TWebProjectInfo>	0x10	0x401970	0
8b5f08	TEnumerable<il.CloudStorage.TWebProjectInfo>	0x10	0x401970	0
8b6450	TList<il.CloudStorage.TWebProjectInfo>.TEnumerator	0x20	0x8b5c58	0
8b66e0	TList<il.CloudStorage.TWebProjectInfo>	0x58	0x8b5e58	0
8b7d80	TObjectList<il.CloudStorage.TWebProjectInfo>	0x60	0x8b6630	0
8b9a80	TFLProgramInfoIntf	0x58	0x401970	0
8b9cd8	TTempoMapIf	0x10	0x401970	0
8b9e48	TFLProjectIntf	0x20	0x401970	0
8ba088	TFLAudioIntf	0x10	0x401970	0
8ba1f8	TFLUserInterfaceIntf	0x18	0x401970	0
8ba3f8	TFLScriptAPI	0x10	0x401970	0
8ba558	TThemeIntf	0x10	0x401970	0
8ba6b0	TFLSettingsIntf	0x10	0x401970	0
8ba840	TCore	0xd8	0x401970	0
8bb570	TDeclicker	0x68	0x401970	0
8bce10	TDeclickerPool	0x30	0x401970	0
8bddc0	TEnumerator<DSP_Declicking.TDeclicker>	0x10	0x401970	0
8bdfb0	TEnumerable<DSP_Declicking.TDeclicker>	0x10	0x401970	0
8bea88	TDictionary<System.Integer,DSP_Declicking.TDeclicker>	0x60	0x8bd238	0
8c0dd8	TDictionary<DSP_Declicking.TDeclicker,System.Integer>	0x60	0x8bfa80	0
8c5130	TLocalRenderer	0xc0	0x689ca0	0
8c54d0	Tmt19937	0x9d8	0x401970	0
8c6a10	TFXTrackSideIOList	0x18	0x401970	0
8c72f0	TDirectoryWatch	0xc8	0x4db500	0
8c7df0	TFruityComInstance	0x20	0x401970	0
8c7fc0	TFruityComInstanceW	0x20	0x401970	0
8c81b0	EMidiWriterException	0x38	0x42dff8	0
8c82f0	EMidiWriterWrongState	0x38	0x8c8100	0
8c8430	EMidiWriterUnknownEvent	0x38	0x8c8100	0
8c8578	TMidiStream	0x40	0x401970	0
8c86a0	TMidiTrack	0x38	0x401970	0
8c87f0	TMidiEvent	0x28	0x401970	0
8c8920	TChannelEvent	0x30	0x8c8740	0
8c8a50	TMidiFileEvent	0x38	0x8c8740	0
8c8b88	TSysExEvent	0x30	0x8c8740	0
8c8cb8	TMarkerEvent	0x30	0x8c8740	0
8c8e00	TMidiParser	0x58	0x401970	0
8c8f88	TMidiWriter	0x30	0x401970	0
8c90b0	TMIDList	0x30	0x401970	0
8c91f8	TMIDNextPrevList	0x30	0x8c9000	0
8c9350	TMidTempoList	0x30	0x8c9148	0
8c94a0	TMidTimeSigList	0x30	0x8c9148	0
8d01b0	TZMInflate	0x98	0x401970	0
8d3860	EZMException	0x48	0x42dff8	0
8d3e10	EZipMaster	0x48	0x8d37b0	0
8d4f60	TZipDialogBox	0x698	0x828c58	0
8d6d98	TProgDetails	0x60	0x9002a0	0
8d75c8	TZMPipeImp	0x30	0x902e28	0
8d78d8	TZMPipeListImp	0x18	0x903108	0
8d7c88	TZMCore	0x58	0x906eb8	0
8da5b8	TZMIRec	0x68	0x9011f0	0
8dbdf8	TZMWorkFile	0x90	0x8d7bd8	0
8deda0	TZMWorkDrive	0x58	0x401970	0
8dfd78	TZMWorkZip	0x128	0x8dbd48	0
8e4290	TZMEOC	0x170	0x8dfcc8	0
8e69f0	TZMCentral	0x1a8	0x8e41e0	0
8e7580	TZMZRec	0xb0	0x8da508	0
8ec618	TZMDirHashList	0x38	0x401970	0
8ed140	TZMZipFile	0x1d0	0x8e6940	0
8edc90	TZMCopyRec	0xb8	0x8e74d0	0
8ee088	TZMZipCopy	0x1d0	0x8ed090	0
8f04b0	TZMCentralEntry	0x20	0x900990	0
8f0748	TZMCenDir	0x40	0x401970	0
8f1e70	TZMLister	0x68	0x8d7bd8	0
8f3e30	TZMFileOpr	0x70	0x8d7bd8	0
8f43a8	TZMLoader	0x1e0	0x8ed090	0
8f7d40	TZMModOpr	0x70	0x8f3d80	0
8f8740	TZMDLLLoader	0x98	0x401970	0
8fa530	TDZCallback	0x28	0x401970	0
8fa9c0	TZMDLLOpr	0xa8	0x8f7c90	0
900350	TZMProgressDetails	0x10	0x401970	0
900810	TZMWorkBin	0x20	0x401970	0
900a40	TZMDirEntry	0x10	0x401970	0
9012a0	TZMDirRec	0x10	0x900990	0
901788	TZMConflictEntry	0x10	0x401970	0
902ed8	TZMPipe	0x10	0x401970	0
9031b8	TZMPipeList	0x10	0x401970	0
903cc8	TZipMasterEnumerator	0x20	0x401970	0
903f38	TCustomZipMaster	0x368	0x4db500	0
906f68	TZMWorkBase	0x30	0x900760	0
907800	TZipMaster	0x368	0x903e88	0
90dbc8	TFolderDialog	0xa0	0x4db500	0
90dff0	TQuickToolBar	0x5c8	0x7dd878	0
90e518	TQuickDockForm	0x708	0x7de850	0
90ea38	TQuickControlBar	0x608	0x807d98	0
90f570	TDragDockObjectForm	0x748	0x7dfd00	0
90fa00	TDragDockObjectEx_AlphaBlend	0x98	0x5bc120	0
913388	TChanWAVSample	0x498	0x679f40	0
9137a0	TRSSImage	0x38	0x401970	0
913908	TRSSCategoryList	0x20	0x401970	0
913a30	TRSSItem	0x98	0x401970	0
913c28	TRSSChannel	0xc0	0x401970	0
913df0	TRSSReader	0x30	0x401970	0
9196b8	TNewsChannel	0xc0	0x913b78	0
9197d8	TNewsItem	0xa0	0x913980	0
9198f0	TILProductItem	0x50	0x401970	0
919a80	TNewsReader	0x68	0x913d40	0
919bf0	TNewsThread	0x80	0x4d8d90	0
91cda8	RenderWindowRestoreWindow$ActRec	0x30	0x4035e8	0
91d850	TPlugHelper	0x28	0x401970	0
91dde0	TILPathManager	0x80	0x731430	0
91df80	TFLPathManager	0x80	0x91dd30	0
920cf0	TMoFileImplementation	0x10	0x54aff0	0
922380	TVTAccessibilityFactory	0x18	0x401970	0
922840	EVirtualTreeError	0x38	0x42dff8	0
923800	TCustomVirtualTreeOptions	0x28	0x4c9a90	0
923958	TVirtualTreeOptions	0x28	0x923750	0
923de0	TEnumFormatEtc	0x40	0x4035e8	0
9240b8	TVTDataObject	0x50	0x4035e8	0
924450	TVTDragManager	0x60	0x4035e8	0
924650	TVirtualTreeHintWindow	0x4e8	0x5c6bd0	0
924a68	TVTDragImage	0x50	0x401970	0
924c58	TVirtualTreeColumn	0x98	0x4c9fa0	0
9252c0	TVirtualTreeColumns	0x70	0x4ca638	0
9254c8	TVTFixedAreaConstraints	0x30	0x4c9a90	0
925a08	TVTHeader	0xa0	0x4c9a90	0
926a48	TScrollBarOptions	0x28	0x4c9a90	0
926cb8	TVTColors	0x58	0x4c9a90	0
9274b8	TClipboardFormats	0x88	0x4cd3b8	0
92c090	TBaseVirtualTree	0xe90	0x7fcb90	0
92cde0	TCustomStringTreeOptions	0x30	0x923750	0
92cf38	TVTEdit	0x4d8	0x5eb438	0
92d470	TStringEditLink	0x60	0x4035e8	0
92d5d0	TCustomVirtualStringTree	0xf00	0x92bfe0	0
92e420	TCustomVirtualDrawTree	0xee0	0x92bfe0	0
92ee68	TVirtualDrawTree	0xee0	0x92e370	0
9325d8	TCriticalSection	0x38	0x401970	0
932700	TBufferedAnsiString	0x28	0x401970	0
932830	TWideBufferedString	0x28	0x401970	0
9329a8	TClipboardFormatList	0x18	0x401970	0
967320	TOLEMemoryStream	0x28	0x4d2338	0
973c80	TQuickTree	0xf00	0x92edb8	0
974dc0	TTagDatabase.TElementList	0x60	0x976ad8	0
974f18	TTagDatabase.TLayer	0x20	0x401970	0
975048	TTagDatabase	0x48	0x401970	0
975998	TDictionary<System.string,System.Boolean>.TKeyEnumerator	0x20	0x570ba0	0
975c40	TDictionary<System.string,System.Boolean>.TKeyCollection	0x18	0x570d78	0
975f38	TEnumerator<System.Boolean>	0x10	0x401970	0
976110	TEnumerable<System.Boolean>	0x10	0x401970	0
976340	TDictionary<System.string,System.Boolean>.TValueEnumerator	0x20	0x975e88	0
9765e8	TDictionary<System.string,System.Boolean>.TValueCollection	0x18	0x976060	0
9768e0	TDictionary<System.string,System.Boolean>.TPairEnumerator	0x20	0x975218	0
976b88	TDictionary<System.string,System.Boolean>	0x60	0x975458	0
9787c8	TEnumerator<TagDatabase.TTagDatabase.TElementList>	0x10	0x401970	0
9789d0	TEnumerable<TagDatabase.TTagDatabase.TElementList>	0x10	0x401970	0
97a5b8	TEnumerator<TagDatabase.TTagDatabase.TLayer>	0x10	0x401970	0
97a7b8	TEnumerable<TagDatabase.TTagDatabase.TLayer>	0x10	0x401970	0
97ad00	TList<TagDatabase.TTagDatabase.TLayer>.TEnumerator	0x20	0x97a508	0
97af90	TList<TagDatabase.TTagDatabase.TLayer>	0x58	0x97a708	0
97c630	TObjectList<TagDatabase.TTagDatabase.TLayer>	0x60	0x97aee0	0
9838c0	TLoaderCallBackData	0x80	0x401970	0
983ab8	TSamplePreviewParams	0x58	0x401970	0
983c58	TNodeDataPreview	0x28	0x401970	0
983fe8	TNodeData	0xd8	0x401970	0
984200	TDataBrowserNodeHelper	0x88	0x401970	0
984510	TExtFilterType	0x28	0x401970	0
984660	TBaseFilter	0x18	0x401970	0
984798	TDataBrowserDataLoader	0x28	0x401970	0
984968	TDataBrowserView	0x88	0x401970	0
984b58	TVirtualDataBrowser	0x110	0x401970	0
984ff8	TEnumerator<DataBrowser.Intf.TExtFilterType>	0x10	0x401970	0
9851f8	TEnumerable<DataBrowser.Intf.TExtFilterType>	0x10	0x401970	0
985740	TList<DataBrowser.Intf.TExtFilterType>.TEnumerator	0x20	0x984f48	0
9859d0	TList<DataBrowser.Intf.TExtFilterType>	0x58	0x985148	0
987070	TObjectList<DataBrowser.Intf.TExtFilterType>	0x60	0x985920	0
989790	TDataBrowserTree	0xf40	0x973bd0	0
98ad30	TDataBrowserState	0x148	0x401970	0
98ee28	TNodeStateDatabase	0x20	0x401970	0
98fe58	TEnumerator<DataBrowser.NodeState.TUserData>	0x10	0x401970	0
990058	TEnumerable<DataBrowser.NodeState.TUserData>	0x10	0x401970	0
990b50	TDictionary<System.string,DataBrowser.NodeState.TUserData>	0x60	0x98f288	0
993bc8	TDataBrowserTabs	0x28	0x401970	0
994d40	TabSelectorNavBtn	0x4e8	0x715458	0
9950c0	TTabSelector	0x470	0x79dca0	0
995408	TTabs	0xd0	0x401970	0
997f50	TTagsGrid	0x470	0x79ebd8	0
999590	TExtensionFilter	0x20	0x9845b0	0
999720	TTextFilter	0x28	0x9845b0	0
999878	TTagsFilter	0x30	0x9845b0	0
99ac20	TBaseNodeHelper	0x88	0x984150	0
99b840	TDataBrowser	0x3a0	0x984aa8	0
99cb18	TEnumerator<VirtualTrees.PVirtualNode>	0x10	0x401970	0
99cd08	TEnumerable<VirtualTrees.PVirtualNode>	0x10	0x401970	0
99d7d0	TDictionary<System.string,VirtualTrees.PVirtualNode>	0x60	0x99bf88	0
99e530	TEnumerator<DataBrowser.Intf.TDataBrowserDataLoader>	0x10	0x401970	0
99e740	TEnumerable<DataBrowser.Intf.TDataBrowserDataLoader>	0x10	0x401970	0
99ecd0	TList<DataBrowser.Intf.TDataBrowserDataLoader>.TEnumerator	0x20	0x99e480	0
99ef70	TList<DataBrowser.Intf.TDataBrowserDataLoader>	0x58	0x99e690	0
9a0620	TObjectList<DataBrowser.Intf.TDataBrowserDataLoader>	0x60	0x99eec0	0
9a1970	TEnumerator<DataBrowser.Intf.TDataBrowserViewTemplate>	0x10	0x401970	0
9a1b80	TEnumerable<DataBrowser.Intf.TDataBrowserViewTemplate>	0x10	0x401970	0
9c2b78	TNavigationStartingEventArgs	0x28	0x4035e8	0
9c2f68	TNewWindowRequestedEventArgs	0x28	0x4035e8	0
9c3268	TPermissionRequestedEventArgs	0x28	0x4035e8	0
9c3638	TScriptDialogOpeningEventArgs	0x28	0x4035e8	0
9c3a80	TWebMessageReceivedEventArgs	0x28	0x4035e8	0
9c3d80	TWebResourceRequestedEventArgs	0x28	0x4035e8	0
9c41b0	TCustomEdgeBrowser	0x6d0	0x5c4460	0
9c6338	TEdgeBrowser	0x6d0	0x9c4100	0
