# Class	slot	funcRVA	currentName
TGenericPlugin	82	84c630	TBaseAudioPlugin.vtbl_82
TGenericPlugin	83	afbce0	FUN_00afbce0
TGenericPlugin	84	afc9c0	FUN_00afc9c0
TGenericPlugin	85	afc830	FUN_00afc830
TGenericPlugin	86	84cd20	TBaseAudioPlugin.vtbl_86
TGenericPlugin	87	afd1e0	FUN_00afd1e0
TGenericPlugin	88	afc660	FUN_00afc660
TGenericPlugin	89	afc540	FUN_00afc540
TGenericPlugin	90	afc190	FUN_00afc190
TGenericPlugin	91	afc1b0	FUN_00afc1b0
TGenericPlugin	92	84c5e0	TBaseAudioPlugin.vtbl_92
TGenericPlugin	93	84caa0	TBaseAudioPlugin.vtbl_93
TGenericPlugin	94	afc6a0	FUN_00afc6a0
TGenericPlugin	95	afc6f0	FUN_00afc6f0
TGenericPlugin	96	afd390	FUN_00afd390
TGenericPlugin	97	afd260	FUN_00afd260
TGenericPlugin	98	afd2c0	FUN_00afd2c0
TGenericPlugin	99	afc630	FUN_00afc630
TGenericPlugin	100	84d2f0	TBaseAudioPlugin.vtbl_100
TGenericPlugin	101	84c900	TBaseAudioPlugin.vtbl_101
TGenericPlugin	102	84d3e0	TBaseAudioPlugin.vtbl_102
TGenericPlugin	103	84d140	TBaseAudioPlugin.vtbl_103
TGenericPlugin	104	84c3c0	TBaseAudioPlugin.vtbl_104
TGenericPlugin	105	84d430	TBaseAudioPlugin.vtbl_105
TGenericPlugin	106	84d3f0	TBaseAudioPlugin.vtbl_106
TGenericPlugin	107	84d420	TBaseAudioPlugin.vtbl_107
TGenericPlugin	108	84c680	TBaseAudioPlugin.vtbl_108
TGenericPlugin	109	afcbc0	FUN_00afcbc0
TGenericPlugin	110	afc740	FUN_00afc740
TGenericPlugin	111	84c800	TBaseAudioPlugin.vtbl_111
TGenericPlugin	112	afcf70	FUN_00afcf70
TGenericPlugin	113	afd6f0	FUN_00afd6f0
TGenericPlugin	114	84d390	TBaseAudioPlugin.vtbl_114
TGenericPlugin	115	afd1b0	FUN_00afd1b0
TGenericPlugin	116	afd6d0	FUN_00afd6d0
TGenericPlugin	117	afc0f0	FUN_00afc0f0
TGenericPlugin	118	afc110	FUN_00afc110
TGenericPlugin	119	afc120	FUN_00afc120
TGenericPlugin	120	84c9a0	TBaseAudioPlugin.vtbl_120
TGenericPlugin	121	84cf90	TBaseAudioPlugin.vtbl_121
