# FuncRVA	QualifiedName
f4f060	TStepSeqForm.SSFilterRenameMenuClick
f4f250	TStepSeqForm.SSFilterAddMenuClick
f4f2d0	TStepSeqForm.SSFilterDelMenuClick
f4f560	TStepSeqForm.SSGroupMenuPopup
f53220	TStepSeqForm.LoopSelectClick
f4f5c0	TStepSeqForm.SSPlayBtnClick
f4f610	TStepSeqForm.SSPlayBtnMouseDown
f47cb0	TStepSeqForm.BackWPGesture
f47a30	TStepSeqForm.BackWPMouseDown
f47a70	TStepSeqForm.BackWPMouseMove
f479b0	TStepSeqForm.BackWPAdjustScroller
f474b0	TStepSeqForm.IntSSBtnClick
f47220	TStepSeqForm.TopPanelGesture
f48b10	TStepSeqForm.AddChanBtnBeforePopup
f48b70	TStepSeqForm.AddChanBtnMouseDown
f47370	TStepSeqForm.TopPanelResize
f497c0	TStepSeqForm.FilterSelectGetItemFlags
f4e3a0	TStepSeqForm.SelectButtonSplitterChanging
f4e300	TStepSeqForm.SelectButtonSplitterChange
f4ee10	TStepSeqForm.SelectButtonSplitterPaint
f4e7e0	TStepSeqForm.SelectButtonSplitterMouseDown
f4e980	TStepSeqForm.SelectButtonSplitterMouseUp
f4ea70	TStepSeqForm.SelectButtonSplitterMouseHover
f4e7d0	TStepSeqForm.SelectButtonSplitterDblClick
f46bb0	TStepSeqForm.FormKeyUp
f46c10	TStepSeqForm.GraphEditorBtnClick
f52ef0	TStepSeqForm.LoopCtrlBtnClick
f52fc0	TStepSeqForm.LoopMenuPopup
f538c0	TStepSeqForm.SSLoopDisabledMenuClick
f53150	TStepSeqForm.LoopOptionsMenuPopup
f53300	TStepSeqForm.CtrlAutoNextStepMenuClick
f534f0	TStepSeqForm.SimpleBurnToPatternClick
f53590	TStepSeqForm.BurnAllLoopsToPatternMenuClick
f53ad0	TStepSeqForm.ShowAdvancedControlsMenuClick
f47630	TStepSeqForm.PatternLengthSelectChange
f47760	TStepSeqForm.PatternLengthSelectRelease
f47770	TStepSeqForm.PatternLengthSelectGetText
f53870	TStepSeqForm.CtrlBurnToPatternMenuClick
f475d0	TStepSeqForm.PatLengthResetMenuClick
f457d0	TStepSeqForm.FormCanResize
f4db80	TStepSeqForm.DropPosIndicatorPaint
f454d0	TStepSeqForm.FormDestroy
f449d0	TStepSeqForm.KeySelectGetText
f44d50	TStepSeqForm.GenreSelectGetText
f44cb0	TStepSeqForm.GenreSelectChange
f4dd80	TStepSeqForm.SongStarterBtnClick
f51aa0	TStepSeqForm.ReplaceAllSamplesBtnMouseUp
f43880	TStepSeqForm.KitPopupPopup
f464b0	TStepSeqForm.SendToPlaylistBtnClick
f532a0	TStepSeqForm.LSReplaceSelectedSamplesMenuClick
f53270	TStepSeqForm.LSGenerateSelectedStepsMenuClick
f47ed0	TStepSeqForm.TempoSyncBoxClick
f4e0f0	TStepSeqForm.SongStarterBtnPopupQuery
f4de30	TStepSeqForm.SongStarterBtnPopupPopup
f532d0	TStepSeqForm.LSShowWhenEnablingMenuClick
f44840	TStepSeqForm.KeyBtnMouseUp
f482e0	TStepSeqForm.ScalePopUpPopup
f481b0	TStepSeqForm.RootNoteClick
f480b0	TStepSeqForm.ScaleMenuClick
f8edb0	TSampleListForm.SendPrevMenuClick
f8f9c0	TSampleListForm.DropFileTargetGetDropEffect
f8f480	TSampleListForm.DropFileTargetDrop
f8f260	TSampleListForm.FormResize
f8f220	TSampleListForm.RereadMenuClick
f8f1c0	TSampleListForm.FormActivate
f8f190	TSampleListForm.FormDeactivate
f8f0d0	TSampleListForm.AddDirsMenuClick
f8eb60	TSampleListForm.FormShow
f8eee0	TSampleListForm.BrowserMenuPopup
f8edf0	TSampleListForm.FormMouseActivate
f8d370	TSampleListForm.FormDestroy
f8d490	TSampleListForm.InfoPanelMouseDown
f8e670	TSampleListForm.SBCollapseBtnClick
f8e800	TSampleListForm.SBRereadBtnClick
f8e910	TSampleListForm.NewCaptionMouseDown
f8e9d0	TSampleListForm.FormEndDock
f8eca0	TSampleListForm.FormHide
f8eb70	TSampleListForm.FormStartDock
f8ee60	TSampleListForm.FormMouseWheel
f8bf20	TSampleListForm.LeaveTimerTimer
f8f890	TSampleListForm.DropFileTargetEnter
f8f8e0	TSampleListForm.DropFileTargetLeave
f8f170	TSampleListForm.AutoHideMenuClick
f8ed30	TSampleListForm.OnBrowserKeyDown
f8f240	TSampleListForm.RescanPluginsFastMenuClick
f8f400	TSampleListForm.SBFindBtnMouseWheel
f8e9b0	TSampleListForm.NewCaptionResize
f8eeb0	TSampleListForm.BackMenuClick
f8fa60	TSampleListForm.SearchPrevMenuClick
f8f9f0	TSampleListForm.SBTreePackFilename
f8fa50	TSampleListForm.SBTreeResize
f8f440	TSampleListForm.ShowFoldersInMenuClick
f8bcc0	TSampleListForm.SearchBoxTopMenuClick
f8f110	TSampleListForm.AutoContrastTextClick
f8f200	TSampleListForm.FormCreate
f8f930	TSampleListForm.ShowIconsAndTextOnlyTextClick
f8ebe0	TSampleListForm.FullSamplePreviewMenuClick
f8eb30	TSampleListForm.TypeToFilterMenuClick
f8fae0	TSampleListForm.EnableIndexingMenuClick
f8bd20	TSampleListForm.SearchFoldersMenuClick
f8e7b0	TSampleListForm.PluginFactoryTagsMenuClick
f8ed20	TSampleListForm.MinimizeOnDragMenuClick
f8bd00	TSampleListForm.SearchFLCloudMenuClick
f8fb40	TSampleListForm.ExpandFoldersMenuClick
f8fa80	TSampleListForm.EnableAutoIndexingMenuClick
f8ebb0	TSampleListForm.FLBrowserApplyThemeContrast
fc64d0	TNotificationForm.FormDeactivate
fc7380	TNotificationForm.FormCreate
fc74c0	TNotificationForm.FormClose
fc6500	TNotificationForm.FormDestroy
fc6630	TNotificationForm.FormKeyUp
fc65b0	TNotificationForm.FormHide
fc74a0	TNotificationForm.PinBtnClick
fc6590	TNotificationForm.FormHelp
fc65e0	TNotificationForm.FormKeyDown
fdfb40	TSharewareForm.FormCreate
fdfdb0	TSharewareForm.OkBtnClick
fdfe20	TSharewareForm.FormShow
fdff20	TSharewareForm.FormClose
fdfeb0	TSharewareForm.MoreInfoBtnClick
fe28e0	TExportScoreForm.OkBtnClick
fe28f0	TExportScoreForm.KeyBoxBeforePopup
fe28b0	TExportScoreForm.KeyMenuClick
fe2700	TExportScoreForm.FormCreate
fe2930	TExportScoreForm.KeyBoxGetItemFlags
fe2900	TExportScoreForm.KeyBoxChange
fe28a0	TExportScoreForm.FormShow
fe2f80	TPRTimeSigForm.FormCreate
fe3070	TPRTimeSigForm.FormDestroy
fe30c0	TPRTimeSigForm.ResetBtnClick
fe30b0	TPRTimeSigForm.FormShow
fe7850	TPluginListForm.FormAlignPosition
fe7840	TPluginListForm.FormAlignInsertBefore
fe78e0	TPluginListForm.FormCreate
fe8700	TPluginListForm.PanelResize
fe9870	TPluginListForm.SkipBtnClick
fe9840	TPluginListForm.ShowScannerBtnClick
fe8ae0	TPluginListForm.PluginListViewDrawCell
fe7270	TPluginListForm.CancelScanBtnClick
fe7820	TPluginListForm.FindEditChange
fe8f50	TPluginListForm.PluginListViewMouseDown
fe7b40	TPluginListForm.FormDestroy
fe9180	TPluginListForm.PluginListViewSelectionChange
fe7c10	TPluginListForm.FormKeyPress
fe9030	TPluginListForm.PluginListViewMouseMove
fe8f10	TPluginListForm.PluginListViewKeyDown
fe7d20	TPluginListForm.FormShow
fe9160	TPluginListForm.PluginListViewMouseUp
1006f60	TLargePluginDataForm.MsgGridDrawCell
1007390	TLargePluginDataForm.MsgGridMouseDown
10074a0	TLargePluginDataForm.MsgGridMouseMove
1006f40	TLargePluginDataForm.FormShow
100e800	TMEEventsToAutoTool.AmtWheelChange
100ed30	TMEEventsToAutoTool.ResetBtnClick
100e950	TMEEventsToAutoTool.FormShow
100e900	TMEEventsToAutoTool.FormDestroy
100e8d0	TMEEventsToAutoTool.FormCreate
1030900	TThemeEditorForm.FormCreate
10311e0	TThemeEditorForm.FormShow
10373f0	TThemeEditorForm.ThemeTreeBeforeItemPaint
1037c40	TThemeEditorForm.ThemeTreeFreeNode
1037160	TThemeEditorForm.ThemeTreeDblClick
10373b0	TThemeEditorForm.ThemeTreeClick
1030bb0	TThemeEditorForm.FormDestroy
1031e70	TThemeEditorForm.ApplyBtnClick
103a550	TThemeEditorForm.ContrastWheelChange
103a810	TThemeEditorForm.ContrastWheelMouseUp
1037ba0	TThemeEditorForm.ThemeTreeBeforePaint
103c260	TThemeEditorForm.ThumbGridDrawCell
103c070	TThemeEditorForm.ThumbGridDblClick
1036330	TThemeEditorForm.PalettePaintboxPaint
1037c70	TThemeEditorForm.ResetBtnClick
1034d00	TThemeEditorForm.palettePaintboxDblClick
1035b90	TThemeEditorForm.PalettePaintboxMouseMove
103ba10	TThemeEditorForm.SaveAsBtnClick
103b9d0	TThemeEditorForm.NAWheelMenuPopup
1030510	TThemeEditorForm.FormCloseQuery
1031dc0	TThemeEditorForm.ApplyThemeTimerTimer
103cae0	TThemeEditorForm.ThumbGridMouseMove
103ca80	TThemeEditorForm.ThumbGridMouseLeave
103bd90	TThemeEditorForm.ThumbDeleteBtnClick
1035a50	TThemeEditorForm.PalettePaintboxMouseDown
1036f90	TThemeEditorForm.PartSelectPaint
1036d40	TThemeEditorForm.PartSelectClick
103a770	TThemeEditorForm.LightmodeBoxClick
1038560	TThemeEditorForm.ClipsOverrideBoxClick
1031890	TThemeEditorForm.BackPanelResize
103ec00	TDemucsForm.FormCreate
103ece0	TDemucsForm.FormShow
103edd0	TDemucsForm.OkBtnClick
103fa10	TDemucsForm.CancelBtnClick
103ecd0	TDemucsForm.FormDestroy
1040360	TWelcomeUnlockForm.FormCreate
1040600	TWelcomeUnlockForm.MoreUnlockOptionsBtnClick
10417f0	TWelcomeUnlockForm.StartInTrialModeBtnClick
10405c0	TWelcomeUnlockForm.UnlockBtnClick
1040630	TWelcomeUnlockForm.PanelResize
1041640	TWelcomeUnlockForm.ProgressCancelBtnClick
1040570	TWelcomeUnlockForm.FormDestroy
1040200	TWelcomeUnlockForm.CreateAccountBtnClick
1041660	TWelcomeUnlockForm.ProgressTimerTimer
10416e0	TWelcomeUnlockForm.PurchaseBtnClick
1042850	TWelcomeGDPRForm.FormCreate
1042990	TWelcomeGDPRForm.FormShow
1042e20	TWelcomeGDPRForm.MoreInfoBtnClick
1042dd0	TWelcomeGDPRForm.HighlightHyperlinkBtnMouseEnter
1042e00	TWelcomeGDPRForm.HighlightHyperlinkBtnMouseLeave
1042980	TWelcomeGDPRForm.FormDestroy
1042ed0	TWelcomeGDPRForm.BtnMouseUp
104d0f0	TWelcomeWizard.FormShow
104d3a0	TWelcomeWizard.FormActivate
104ce70	TWelcomeWizard.FormCreate
104cfc0	TWelcomeWizard.FormDestroy
104d580	TWelcomeWizard.HaveLicenseClick
104e510	TWelcomeWizard.PrevClick
104e520	TWelcomeWizard.NextClick
104e0d0	TWelcomeWizard.LearnMoreBtnClick
104e120	TWelcomeWizard.HighlightHyperlinkBtnMouseEnter
104e150	TWelcomeWizard.HighlightHyperlinkBtnMouseLeave
104e4b0	TWelcomeWizard.BuyProgramBtnClick
104e530	TWelcomeWizard.ContinueAction
104e170	TWelcomeWizard.InitializeModules
104ef50	TWelcomeWizard.AskGopherClick
10f0980	TFruityLoopsMainForm.AddToPDBMenuClick
1133af0	TFruityLoopsMainForm.MLParam_HumanizeMenuClick
11340a0	TFruityLoopsMainForm.MLParam_RandMenuClick
1129160	TFruityLoopsMainForm.EEMergeMenuClick
114a820	TFruityLoopsMainForm.PatSelMenuPopup
10c4e90	TFruityLoopsMainForm.LongScopeMenuClick
1141f00	TFruityLoopsMainForm.BrowseFXPresetsMenuClick
1141fa0	TFruityLoopsMainForm.BrowseGenPresetsMenuClick
114bab0	TFruityLoopsMainForm.EEDiscLengthMenuClick
10f8c30	TFruityLoopsMainForm.Recfilter1MenuClick
10f8c70	TFruityLoopsMainForm.RecMenuPopup
11405d0	TFruityLoopsMainForm.EESelRndMenuClick
1133630	TFruityLoopsMainForm.MLParam_CancelMenuClick
11339a0	TFruityLoopsMainForm.MLParam_GenLinkMenuClick
1133cc0	TFruityLoopsMainForm.MLParam_InitMenuClick
1133690	TFruityLoopsMainForm.MLParam_CreateAutoClipMenuClick
1133810	TFruityLoopsMainForm.MLParam_EditMenuClick
1133e50	TFruityLoopsMainForm.MLParam_LinkMenuClick
11341e0	TFruityLoopsMainForm.MLWheelMenuPopup
1105d70	TFruityLoopsMainForm.MakeThumbnailMenuClick
1114650	TFruityLoopsMainForm.OnlineMenuPopup
110cb70	TFruityLoopsMainForm.BoxRegMenuClick
11145e0	TFruityLoopsMainForm.OnlineMenuOpenWindow
11357b0	TFruityLoopsMainForm.EEAUMenuOpenWindow
1149a00	TFruityLoopsMainForm.EEAutoToClipMenuClick
10ca8f0	TFruityLoopsMainForm.FormResize
110e410	TFruityLoopsMainForm.EEClipSourceMenuPopup
11396d0	TFruityLoopsMainForm.EEAUSelSameMenuClick
11397c0	TFruityLoopsMainForm.EEAUSetNameMenuClick
110ce00	TFruityLoopsMainForm.EESwapPanelsMenuClick
114b7d0	TFruityLoopsMainForm.PDetachMenuClick
11147c0	TFruityLoopsMainForm.WantTPMenuClick
1114580	TFruityLoopsMainForm.MemShow2MenuClick
11045f0	TFruityLoopsMainForm.CPUMeterMenuPopup
1104b90	TFruityLoopsMainForm.CPUS1MenuClick
11529f0	TFruityLoopsMainForm.LinkParamsMenuClick
1152870	TFruityLoopsMainForm.HelpMenuClick
1152020	TFruityLoopsMainForm.EEGlueMenuClick
1151910	TFruityLoopsMainForm.NamePatMenuClick
1151740	TFruityLoopsMainForm.EEShiftUMenuClick
11516f0	TFruityLoopsMainForm.EEShiftLMenuClick
11515e0	TFruityLoopsMainForm.EEPatChanSplitMenuClick
1150a30	TFruityLoopsMainForm.DropFileTargetLeave
1150330	TFruityLoopsMainForm.DropFileTargetDrop
114faf0	TFruityLoopsMainForm.EEMRULocalEventMenuClick
114fad0	TFruityLoopsMainForm.EEMRUGlobalEventMenuClick
114f2d0	TFruityLoopsMainForm.EEMRUEventsMenuClick
114ec00	TFruityLoopsMainForm.EENoteColMenuPopup
114e160	TFruityLoopsMainForm.EENoteColMenuOpenWindow
114df90	TFruityLoopsMainForm.PluginMenuOpenWindow
114de10	TFruityLoopsMainForm.FormShortCut
10bcf70	TFruityLoopsMainForm.FormCreate
10cc410	TFruityLoopsMainForm.ExitMenuClick
10e2480	TFruityLoopsMainForm.SLMenuClick
10e5010	TFruityLoopsMainForm.CutMenuClick
10e5050	TFruityLoopsMainForm.CopyMenuClick
10e50f0	TFruityLoopsMainForm.PasteMenuClick
10e5600	TFruityLoopsMainForm.LineDelMenuClick
10e6230	TFruityLoopsMainForm.HelpContentsMenuClick
1114040	TFruityLoopsMainForm.FormHelp
10c9920	TFruityLoopsMainForm.FormKeyDown
10ca580	TFruityLoopsMainForm.FormKeyUp
10ee720	TFruityLoopsMainForm.ChanZipMenuClick
10ee810	TFruityLoopsMainForm.LineWaveMenuClick
10e6290	TFruityLoopsMainForm.MixScopePaint
10e6600	TFruityLoopsMainForm.UpdateScope
10e6e80	TFruityLoopsMainForm.ClearMixScope
10e6c40	TFruityLoopsMainForm.SwitchScopeTimer
10ee8d0	TFruityLoopsMainForm.ScopeMenuPopup
10ee930	TFruityLoopsMainForm.StereoScopeMenuClick
10e23a0	TFruityLoopsMainForm.LineFill4MenuClick
10ef450	TFruityLoopsMainForm.ChannelMenuPopup
10f02c0	TFruityLoopsMainForm.LineCutItselfMenuClick
10ee7f0	TFruityLoopsMainForm.ChanUnzipMenuClick
10f0e10	TFruityLoopsMainForm.SaveDialogTypeChange
10f0f10	TFruityLoopsMainForm.ChanCloneMenuClick
10f3050	TFruityLoopsMainForm.NextPatMenuClick
10f95a0	TFruityLoopsMainForm.WheelMenuPopup
1115ed0	TFruityLoopsMainForm.ResetMenuClick
10f9c00	TFruityLoopsMainForm.Param_EditMenuClick
10f9c50	TFruityLoopsMainForm.Param_LinkMenuClick
10f9c70	TFruityLoopsMainForm.Param_InitMenuClick
108b510	TFruityLoopsMainForm.TwiceSlowerMenuClick
10f9dc0	TFruityLoopsMainForm.SynthPlugMenuPopup
10fa1b0	TFruityLoopsMainForm.LoadOscShapeMenuClick
10ff7d0	TFruityLoopsMainForm.GridColMenuClick
1104080	TFruityLoopsMainForm.EEDeleteAllMenuClick
1101090	TFruityLoopsMainForm.EEMenuPopup
111fd40	TFruityLoopsMainForm.EEZoom5MenuClick
10f9de0	TFruityLoopsMainForm.AboutURLMenuClick
1103f50	TFruityLoopsMainForm.EESnapModeMenuClick
1103f70	TFruityLoopsMainForm.N1step1Click
10c06c0	TFruityLoopsMainForm.FormCloseQuery
1104bb0	TFruityLoopsMainForm.WorkSplitterChanging
1104d00	TFruityLoopsMainForm.WorkSplitterPaint
1104f30	TFruityLoopsMainForm.SBLeftDockSiteGetSiteInfo
1104fe0	TFruityLoopsMainForm.TopDockSiteGetSiteInfo
1105230	TFruityLoopsMainForm.SBLeftDockSiteDockOver
11052b0	TFruityLoopsMainForm.SBLeftDockSiteUnDock
1105340	TFruityLoopsMainForm.SBLeftDockSiteDockDrop
11041f0	TFruityLoopsMainForm.EEImportMIDIMenuClick
110c020	TFruityLoopsMainForm.EEPasteMIDIMenuClick
110c110	TFruityLoopsMainForm.SoloMenuClick
110ccd0	TFruityLoopsMainForm.EEOpenToolMenuClick
110d130	TFruityLoopsMainForm.EESelAllMenuClick
110d270	TFruityLoopsMainForm.EEInvertSelMenuClick
110cdd0	TFruityLoopsMainForm.EEQuickSliceMenuClick
10e4d80	TFruityLoopsMainForm.EditMenuClick
110d6b0	TFruityLoopsMainForm.EECopyMenuClick
110dbb0	TFruityLoopsMainForm.EEPasteMenuClick
110dbe0	TFruityLoopsMainForm.EESetColMenuClick
110dce0	TFruityLoopsMainForm.EESelByColMenuClick
110dd70	TFruityLoopsMainForm.EEChordItemClick
11140d0	TFruityLoopsMainForm.KbC3Click
11142a0	TFruityLoopsMainForm.KbToMIDIPopupPopup
1114a20	TFruityLoopsMainForm.WPToPRMenuClick
1104050	TFruityLoopsMainForm.N14step1Click
1114d20	TFruityLoopsMainForm.EESaveStateMenuClick
1115cd0	TFruityLoopsMainForm.EEInitMenuClick
1115e60	TFruityLoopsMainForm.StockLengthMenuClick
1115f10	TFruityLoopsMainForm.FixLengthMenuClick
1115f50	TFruityLoopsMainForm.NAWheelMenuPopup
10f9d30	TFruityLoopsMainForm.Param_CopyMenuClick
10f9d50	TFruityLoopsMainForm.Param_PasteMenuClick
11160e0	TFruityLoopsMainForm.EEOmniMenuClick
1116750	TFruityLoopsMainForm.GroupSelectedMenuClick
1116580	TFruityLoopsMainForm.LineRenameGroupMenuClick
1116be0	TFruityLoopsMainForm.EERelocateMenuClick
111c700	TFruityLoopsMainForm.FormShow
111e350	TFruityLoopsMainForm.FormHide
1114550	TFruityLoopsMainForm.MetronomePopupPopup
1114530	TFruityLoopsMainForm.Met1MenuClick
11145a0	TFruityLoopsMainForm.MenuItem3Click
11145b0	TFruityLoopsMainForm.PrecountPopupPopup
1114760	TFruityLoopsMainForm.WaitInputPopupPopup
1114740	TFruityLoopsMainForm.WaitInputOnlyRecMenuClick
111e380	TFruityLoopsMainForm.WorkPanelMouseDown
110cc90	TFruityLoopsMainForm.EEQuickQuantizeMenuClick
111f5e0	TFruityLoopsMainForm.ColorChanMenuClick
111fb40	TFruityLoopsMainForm.N80BPMClick
111fc50	TFruityLoopsMainForm.EEZoom1MenuClick
111fcc0	TFruityLoopsMainForm.EEZoom4MenuClick
111ff80	TFruityLoopsMainForm.EECenterMenuClick
111ffa0	TFruityLoopsMainForm.EEPatInsMenuClick
1120020	TFruityLoopsMainForm.EEPatCloneMenuClick
1120250	TFruityLoopsMainForm.EEPatDelMenuClick
1120420	TFruityLoopsMainForm.EEPatUpMenuClick
1129180	TFruityLoopsMainForm.EEPatNameMenuClick
11291b0	TFruityLoopsMainForm.EEPatColorSelectedMenuClick
1129400	TFruityLoopsMainForm.EEMarkerAdd2MenuClick
11297c0	TFruityLoopsMainForm.EEMarkerMenuPopup
112a7b0	TFruityLoopsMainForm.EEMarkerAddMenuClick
112c240	TFruityLoopsMainForm.EEMarkerDelMenuClick
107df70	TFruityLoopsMainForm.FrontVolWheelChange
107df90	TFruityLoopsMainForm.FrontVolWheelHint
112ce90	TFruityLoopsMainForm.EELiveModeMenuClick
112d080	TFruityLoopsMainForm.PianoRollMenuClick
1131550	TFruityLoopsMainForm.SaveStateMenuClick
1131b00	TFruityLoopsMainForm.ViewEditorMenuClick
1131e90	TFruityLoopsMainForm.SetPlugNameMenuClick
1131f40	TFruityLoopsMainForm.SmartDisableMenuClick
11320b0	TFruityLoopsMainForm.Param_MIDILinkMenuClick
11320e0	TFruityLoopsMainForm.Param_OpenEEMenuClick
11334e0	TFruityLoopsMainForm.MoveUpMenuClick
1134890	TFruityLoopsMainForm.MoveDownMenuClick
11348c0	TFruityLoopsMainForm.PHelpMenuClick
11348e0	TFruityLoopsMainForm.PluginMenuPopup
11327a0	TFruityLoopsMainForm.ProgramSelectItemClick
1132300	TFruityLoopsMainForm.PluginSelectItemClick
1135670	TFruityLoopsMainForm.EEAUChanPropMenuClick
11359c0	TFruityLoopsMainForm.EEAUMenuPopup
11393b0	TFruityLoopsMainForm.EEAUPreviewMenuClick
1139950	TFruityLoopsMainForm.EEBehindClip0MenuClick
111f760	TFruityLoopsMainForm.ColorSelectedRMenuClick
111f7d0	TFruityLoopsMainForm.ColorSelectedAllMenuClick
1138f70	TFruityLoopsMainForm.EEAUFullRegMenuClick
1139b10	TFruityLoopsMainForm.EEAUChopRegMenuClick
1139e00	TFruityLoopsMainForm.EEAUEditSampleMenuClick
11405b0	TFruityLoopsMainForm.EESelPrevMenuClick
110d840	TFruityLoopsMainForm.EEInsSpaceMenuClick
110d100	TFruityLoopsMainForm.EELFOMenuClick
1141df0	TFruityLoopsMainForm.LineSetNameMenuClick
1142040	TFruityLoopsMainForm.BrowseParamsMenuClick
1142180	TFruityLoopsMainForm.LastTweakedMenuClick
11423f0	TFruityLoopsMainForm.BrowsePresetsMenuClick
107f990	TFruityLoopsMainForm.ProgressCallBack
1142410	TFruityLoopsMainForm.EEAUFitMenuClick
1142bb0	TFruityLoopsMainForm.EEAUMakeUniqueMenuClick
1149410	TFruityLoopsMainForm.ChanRestretchMenuClick
11496a0	TFruityLoopsMainForm.EEAUTempoDetectMenuClick
114a020	TFruityLoopsMainForm.EEQuickLegatoMenuClick
114a0f0	TFruityLoopsMainForm.Param_CreateAutoClipMenuClick
114a160	TFruityLoopsMainForm.EEAUAutoPanMenuClick
114a370	TFruityLoopsMainForm.EEAUAutoCFMenuClick
114ba90	TFruityLoopsMainForm.EEDetachMenuClick
114d360	TFruityLoopsMainForm.EESnapDefaultMenuClick
114d4c0	TFruityLoopsMainForm.EELevelScaleMenuClick
114fb80	TFruityLoopsMainForm.EEChanSelMenuClick
10c4eb0	TFruityLoopsMainForm.OnlineMenuClick
1114120	TFruityLoopsMainForm.KbLayoutPianoClick
11508b0	TFruityLoopsMainForm.DropFileTargetGetDropEffect
1150130	TFruityLoopsMainForm.DropFileTargetDragOver
1105090	TFruityLoopsMainForm.TopDockSiteMouseUp
111f560	TFruityLoopsMainForm.WorkPanelResize
114be00	TFruityLoopsMainForm.EEEdit0MenuClick
1128240	TFruityLoopsMainForm.EEPLTrackNameMenuClick
1122b90	TFruityLoopsMainForm.EEPLTrackAutoNameMenuClick
11292c0	TFruityLoopsMainForm.EEPatColorSelectedRMenuClick
110bda0	TFruityLoopsMainForm.EEPLTrackAutoNameChildMenuClick
112e1a0	TFruityLoopsMainForm.PLTrackMenuOpenWindow
10ffc40	TFruityLoopsMainForm.EEMenuOpenWindow
10eeaa0	TFruityLoopsMainForm.ChannelMenuOpenWindow
10e18e0	TFruityLoopsMainForm.EESelBySourceMenuClick
1128540	TFruityLoopsMainForm.EEPLTrackUpMenuClick
11283b0	TFruityLoopsMainForm.EEPLTrackSendPatMenuClick
1128120	TFruityLoopsMainForm.EEPLTrackInsMenuClick
11280c0	TFruityLoopsMainForm.EEPLTrackDelMenuClick
112e670	TFruityLoopsMainForm.PLTrackMenuPopup
11041a0	TFruityLoopsMainForm.EEDeselMenuClick
10f4c70	TFruityLoopsMainForm.EESelAroundSelMenuClick
10e2240	TFruityLoopsMainForm.EESelMutedMenuClick
114fb50	TFruityLoopsMainForm.EEMuteMenuClick
1152050	TFruityLoopsMainForm.EEGroupSelMenuClick
114d3b0	TFruityLoopsMainForm.EESnapMenuClick
110cec0	TFruityLoopsMainForm.EETempoFitMenuClick
1142160	TFruityLoopsMainForm.LastTweakedLinkMenuClick
10cada0	TFruityLoopsMainForm.DropFileSourceDrop
114a310	TFruityLoopsMainForm.EEAltGridMenuClick
110d320	TFruityLoopsMainForm.EEInvGridMenuClick
1132780	TFruityLoopsMainForm.PlugSpareToMenuClick
1132760	TFruityLoopsMainForm.PlugSpareFlipMenuClick
1113b40	TFruityLoopsMainForm.SysCloseMenuClick
1113d00	TFruityLoopsMainForm.SysMinMenuClick
1113b80	TFruityLoopsMainForm.SysMaxMenuClick
1113bc0	TFruityLoopsMainForm.SysMenuPopup
1113d20	TFruityLoopsMainForm.SysRestMenuClick
1113d70	TFruityLoopsMainForm.SysStopMenuClick
1113b50	TFruityLoopsMainForm.SysMaxAllMenuClick
111f380	TFruityLoopsMainForm.WorkPanelMouseUp
111f330	TFruityLoopsMainForm.WorkPanelMouseMove
1139c90	TFruityLoopsMainForm.EEAUDelMenuClick
110d700	TFruityLoopsMainForm.EECopyMIDIMenuClick
10f9c30	TFruityLoopsMainForm.Param_GenLinkMenuClick
1105040	TFruityLoopsMainForm.TopDockSiteMouseDown
11281c0	TFruityLoopsMainForm.EEPLTrackLockMenuClick
1129f10	TFruityLoopsMainForm.EEMarkerMode0MenuClick
112c080	TFruityLoopsMainForm.EEMarkerDelAllMenuClick
112beb0	TFruityLoopsMainForm.EEMarkerAllLoopMenuClick
111f990	TFruityLoopsMainForm.EEMarkerAddEvery1MenuClick
112bb70	TFruityLoopsMainForm.EEMarkerAddTwoMenuClick
110cfb0	TFruityLoopsMainForm.EETimeSeg0MenuClick
112a3a0	TFruityLoopsMainForm.EEMarkerMoveLMenuClick
110db80	TFruityLoopsMainForm.EEDupMenuClick
1128df0	TFruityLoopsMainForm.EEPLTrackMergeMenuClick
1129040	TFruityLoopsMainForm.EEMergeSimMenuClick
10ee960	TFruityLoopsMainForm.EEShadowMenuClick
1128420	TFruityLoopsMainForm.EEPLTrackSize1MenuClick
111bf70	TFruityLoopsMainForm.EERoundedMenuClick
10f8ee0	TFruityLoopsMainForm.RecToSSMenuClick
10c34f0	TFruityLoopsMainForm.StopMenuPopup
1152340	TFruityLoopsMainForm.RemSeekTimeMenuClick
110d0d0	TFruityLoopsMainForm.EEWaveformMenuClick
110cee0	TFruityLoopsMainForm.EETimeIndicatorVisMenuClick
112b260	TFruityLoopsMainForm.EEMarkerAddSongLoopMenuClick
10ac600	TFruityLoopsMainForm.ZoomInMenuClick
10e2200	TFruityLoopsMainForm.EESelMagicMenuClick
114d4a0	TFruityLoopsMainForm.EELeftResizingMenuClick
1104cc0	TFruityLoopsMainForm.WorkSplitterMouseMove
111e7e0	TFruityLoopsMainForm.FileMenuClick
112b0c0	TFruityLoopsMainForm.EEMarkerAddSongLoop2MenuClick
110bf10	TFruityLoopsMainForm.AutoSaveTimerTimer
1122ba0	TFruityLoopsMainForm.EEPLTrackClipLockMenuClick
1138eb0	TFruityLoopsMainForm.EEAUPitchCorrectSampleMenuClick
10f8f50	TFruityLoopsMainForm.ChanViewPlugPickerMenuClick
107e380	TFruityLoopsMainForm.FXViewPlugPickerMenuClick
