# FuncRVA	QualifiedName
c5a170	TWAVRenderForm.ManageCloudAccountsBtnClick
c5a180	TWAVRenderForm.MasterFXBoxClick
c90090	TFLBasePluginsMsgDlg.FormCreate
c90ec0	TFLBasePluginsMsgDlg.FormShow
c90f20	TFLBasePluginsMsgDlg.FormClose
c90ed0	TFLBasePluginsMsgDlg.FormCanResize
c940d0	TMissingPluginsForm.MsgGridDrawCell
c95530	TMissingPluginsForm.MsgGridMouseMove
c94310	TMissingPluginsForm.MsgGridMouseDown
c93f10	TMissingPluginsForm.FormCreate
c93f50	TMissingPluginsForm.FormDestroy
c940b0	TMissingPluginsForm.FormShow
cb7f90	TToolbarForm.FormCreate
cbb020	TToolbarForm.PatBtnPaintCaption
cb9060	TToolbarForm.TimeLabelPaint
cb9d00	TToolbarForm.MixScopeBoxPaint
cbb950	TToolbarForm.PatSelectGetText
cba160	TToolbarForm.OnlineBtnPaint
cbbb70	TToolbarForm.RecBtnPaintCaption
cb7860	TToolbarForm.CPUBoxPaint
cbad30	TToolbarForm.OnlineToolBarResize
cb8fe0	TToolbarForm.TimeLabelMouseDown
cbbe50	TToolbarForm.SongPosSliderAdjustParams
cbbfa0	TToolbarForm.SongPosSliderChange
cbbff0	TToolbarForm.SongPosSliderRelease
cb8a70	TToolbarForm.TSDFeedWheelChange
cb7a00	TToolbarForm.CPUChartBoxPaint
cb8990	TToolbarForm.InfoBoxPaint
cb99a0	TToolbarForm.MIDIInputLEDPaint
cbc190	TToolbarForm.CloseBtnMouseDown
cbc130	TToolbarForm.MaxBtnMouseDown
cbc050	TToolbarForm.MinBtnMouseDown
cbbd80	TToolbarForm.SnapSelectChange
cb7750	TToolbarForm.SysBtnsPanelMouseDown
cbc170	TToolbarForm.CloseBtnClick
cbc110	TToolbarForm.MaxBtnClick
cbc030	TToolbarForm.MinBtnClick
cb9930	TToolbarForm.MainVolSliderChange
cb9910	TToolbarForm.MainPitchSliderChange
cbb280	TToolbarForm.PatMenuBtnBeforePopup
cbb610	TToolbarForm.PatSelectChange
cbb910	TToolbarForm.PatSelectDblClick
cbba10	TToolbarForm.PatSelectMouseDown
cbbaa0	TToolbarForm.PatSelectMouseUp
cbbad0	TToolbarForm.PatSelectRelease
cb76d0	TToolbarForm.ToolbarMouseUp
cba0d0	TToolbarForm.OnlineBtnClick
cba070	TToolbarForm.NewsPanelTimerTimer
cbad80	TToolbarForm.OnlineToolBarVisibleChanged
cb5ac0	TToolbarForm.MonitorPanelResize
cb5af0	TToolbarForm.AddStuffBtnBeforePopup
cb7ca0	TToolbarForm.CtrlKeyBtnMouseActivate
cb9b20	TToolbarForm.MIDISyncLEDPaint
cb9970	TToolbarForm.MenuPanelVisibleChanged
cb5b50	TToolbarForm.ArrangeBtnBeforePopup
cbae50	TToolbarForm.ParamCtrlBtnMouseDown
cbaed0	TToolbarForm.ParamCtrlBtnMouseEnter
cb9de0	TToolbarForm.MixVolumeterMouseMove
cb5ad0	TToolbarForm.MonitorPanelVisibleChanged
cb9830	TToolbarForm.ViewSBBtnGesture
cbafd0	TToolbarForm.PasteBtnMouseDown
cbadd0	TToolbarForm.ParamCtrlBigBtnMouseDown
cbc200	TToolbarForm.ParamCtrlBigBtnMouseEnter
cb8a90	TToolbarForm.TimeSelectGetIncrement
cb8b80	TToolbarForm.TempoSelectPaint
cb8ef0	TToolbarForm.TempoSelectRelease
cbbd60	TToolbarForm.SnapLabelMouseDown
cb6350	TToolbarForm.ToolbarControlPresetDataChanged
cb60b0	TToolbarForm.ToolbarControlCurrentPresetChanged
cb6290	TToolbarForm.ToolbarControlDesignModeChanged
cbc070	TToolbarForm.SysBtnMouseEnter
cbc0c0	TToolbarForm.SysBtnMouseLeave
cbbaf0	TToolbarForm.PatternPanelResize
cb9ee0	TToolbarForm.NewMainMenuPopup
cba060	TToolbarForm.NewMainMenuResize
cb9820	TToolbarForm.TimePanelVisibleChanged
cb7c20	TToolbarForm.CPUPanelVisibleChanged
cbbb20	TToolbarForm.PolyLabelDblClick
cbc300	TToolbarForm.FpsMeasurePaintBoxPaint
cbbac0	TToolbarForm.PolyDigiLabelMouseDown
cb7bf0	TToolbarForm.CPUPanelDblClick
cbc740	TToolbarForm.FlagBtnPaint
cb8970	TToolbarForm.FormDestroy
cbc9d0	TToolbarForm.FlagBtnBeforePopup
cb8b30	TToolbarForm.TempoSelectGetValue
cbe0b0	TPRScoreCreatorForm.FormCreate
cbe500	TPRScoreCreatorForm.FormDestroy
cbe970	TPRScoreCreatorForm.SheetSelectChange
cbddc0	TPRScoreCreatorForm.LengthSelectChange
cbe5b0	TPRScoreCreatorForm.FormMouseWheel
cbe040	TPRScoreCreatorForm.EnableBoxClick
cbe010	TPRScoreCreatorForm.CurStepBoxClick
cbecf0	TPRScoreCreatorForm.RandBtnClick
cbed10	TPRScoreCreatorForm.ResetBtnClick
cbecb0	TPRScoreCreatorForm.StepResetBtnClick
cbec70	TPRScoreCreatorForm.StepRandBtnClick
cbdfd0	TPRScoreCreatorForm.OnExistingScoreBoxClick
cbe610	TPRScoreCreatorForm.FormShow
cbf790	TPRBaseToolForm.FormKeyDown
cbf6b0	TPRBaseToolForm.FormCreate
cbf7b0	TPRBaseToolForm.FormShow
cbf750	TPRBaseToolForm.FormDestroy
cc03a0	TPRLegatoForm.FormCreate
cc0540	TPRLegatoForm.FormDestroy
cc0e90	TPRLegatoForm.MulWheelChange
cc0ff0	TPRLegatoForm.LMenuClick
cc0e70	TPRLegatoForm.ResetBtnClick
cc0770	TPRLegatoForm.PresetsMenuBtnBeforePopup
cd32c0	TPRNotePropForm.SlideBoxClick
cd1480	TPRNotePropForm.FormCreate
cd2420	TPRNotePropForm.PanWheelChange
cd25a0	TPRNotePropForm.ResetBtnClick
cd2640	TPRNotePropForm.FormKeyDown
cd2680	TPRNotePropForm.FormKeyUp
cd27e0	TPRNotePropForm.FormClose
cd2cd0	TPRNotePropForm.LengthSelectPaint
cd1680	TPRNotePropForm.FormDestroy
cd26a0	TPRNotePropForm.FormShow
cd2c10	TPRNotePropForm.LengthSelectGetIncrement
cd2a90	TPRNotePropForm.LengthSelectChange
cd3980	TMIDIImportForm.FormCreate
cd3a20	TMIDIImportForm.FormShow
cd3950	TMIDIImportForm.ChannelTypeComboChange
cd4680	TPRLFOForm.FormCreate
cd53e0	TPRLFOForm.Start_Min_WheelRelease
cd4950	TPRLFOForm.FormDestroy
cd5320	TPRLFOForm.ResetBtnClick
cd44c0	TPRLFOForm.FormAlignInsertBefore
cd44f0	TPRLFOForm.FormAlignPosition
cd5340	TPRLFOForm.ShapeSelectGetText
cd5370	TPRLFOForm.ShapeSelectOpenWindow
cd5620	TPRLFOForm.N1note1Click
cd6340	TPRSliceForm.FormCreate
cd65f0	TPRSliceForm.FormDestroy
cd7220	TPRSliceForm.OpenBtnClick
cd72f0	TPRSliceForm.PanWheelChange
cd7360	TPRSliceForm.AbsBoxClick
cd7390	TPRSliceForm.TimeMulWheelChange
cd7470	TPRSliceForm.PanWheelMouseDown
cd7190	TPRSliceForm.ResetBtnClick
cd6960	TPRSliceForm.PresetBtnBeforePopup
cd6670	TPRSliceForm.FormShow
cd7c80	TPRFlamForm.FormCreate
cd7e20	TPRFlamForm.FormDestroy
cd8310	TPRFlamForm.TimeWheelChange
cd84f0	TPRFlamForm.FMenuClick
cd82f0	TPRFlamForm.ResetBtnClick
cd7ec0	TPRFlamForm.PresetsMenuBtnBeforePopup
cd9040	TPRKeyLimitForm.FormCreate
cd9220	TPRKeyLimitForm.FormDestroy
cd9c70	TPRKeyLimitForm.WrapBoxClick
cd9fc0	TPRKeyLimitForm.MIDIKbNoteOn
cd9c50	TPRKeyLimitForm.ResetBtnClick
cd9c90	TPRKeyLimitForm.MIDIKbLayerChange
cd9290	TPRKeyLimitForm.FormShow
cda8e0	TPRFlipForm.FormCreate
cda9a0	TPRFlipForm.FormDestroy
cdad90	TPRFlipForm.FHBoxClick
cdad70	TPRFlipForm.ResetBtnClick
cdb640	TPRTripletForm.FormCreate
cdb710	TPRTripletForm.FormDestroy
cdbe90	TPRTripletForm.ResetBtnClick
cdb620	TPRTripletForm.StretchBoxClick
cdc630	TPRLevelScaleForm.FormCreate
cdc960	TPRLevelScaleForm.FormDestroy
cdd270	TPRLevelScaleForm.TensionWheelChange
cdd2e0	TPRLevelScaleForm.FormShow
cdc610	TPRLevelScaleForm.ResetBtnClick
cde2f0	TPRArpForm.FormCreate
cde620	TPRArpForm.FormDestroy
cdf860	TPRArpForm.OpenBtnClick
cdf930	TPRArpForm.PanWheelChange
cdf9a0	TPRArpForm.AbsBoxClick
cdfa20	TPRArpForm.TimeMulWheelChange
cdfb70	TPRArpForm.PanWheelMouseDown
cdf7d0	TPRArpForm.ResetBtnClick
cde9b0	TPRArpForm.PresetBtnBeforePopup
cde6a0	TPRArpForm.FormShow
ce0730	TPRStrumForm.FormCreate
ce0850	TPRStrumForm.FormDestroy
ce1750	TPRStrumForm.PanWheelMouseDown
ce1770	TPRStrumForm.StartSWheelChange
ce1440	TPRStrumForm.ResetBtnClick
ce0580	TPRStrumForm.FormAlignPosition
ce0430	TPRStrumForm.OutBoxAlignPosition
ce3af0	TPRRandomForm.FormMouseWheel
ce27d0	TPRRandomForm.FormCreate
ce3690	TPRRandomForm.FormKeyDown
ce2c40	TPRRandomForm.FormDestroy
ce3810	TPRRandomForm.PanWheelChange
ce3920	TPRRandomForm.OctSelectChange
ce39f0	TPRRandomForm.UseLevelsBtnClick
ce3a30	TPRRandomForm.PanWheelMouseDown
ce3a50	TPRRandomForm.FormShow
ce3b70	TPRRandomForm.ResetBtnClick
ce69e0	TPLMergeArrangementForm.FormCreate
ce6b20	TPLMergeArrangementForm.FormShow
ce6c30	TPLMergeArrangementForm.PosSelectChange
cf4290	TScriptDialog.EditBtnClick
cf42c0	TScriptDialog.FormCreate
cf44c0	TScriptDialog.FormShow
cf4370	TScriptDialog.FormKeyDown
cf4170	TScriptDialog.CloseBtnClick
cf4970	TScriptDialog.PreviewCheckBoxClick
cf48a0	TScriptDialog.RegenerateBtnClick
cf4900	TScriptDialog.ResetBtnClick
cf49e0	TScriptDialog.PreviewTimerTimer
cf42a0	TScriptDialog.FormClose
cf43e0	TScriptDialog.FormKeyPress
d13580	TPRChordToolForm.FormCreate
d13a40	TPRChordToolForm.FormDestroy
d159d0	TPRChordToolForm.ResetBtnClick
d11480	TPRChordToolForm.ChordColor1MenuClick
d11fc0	TPRChordToolForm.ChordMenuPopup
d11e20	TPRChordToolForm.ChordLockMenuClick
d12a10	TPRChordToolForm.ChordPreviewMenuClick
d11700	TPRChordToolForm.ChordExtensionNoneMenuClick
d0d280	TPRChordToolForm.GenerateProgressionBtnClick
d15750	TPRChordToolForm.ProgressionPrevBtnClick
d150f0	TPRChordToolForm.PreviewBtnClick
d12a30	TPRChordToolForm.ChordRegenerateMenuClick
d11500	TPRChordToolForm.ChordDeleteMenuClick
d11a10	TPRChordToolForm.ChordRootItemClick
d11840	TPRChordToolForm.ChordItemClick
d11960	TPRChordToolForm.ChordVoicingItemClick
d11980	TPRChordToolForm.MultiSelVoicingItemClick
d11790	TPRChordToolForm.ChordInversionMenuClick
d0f740	TPRChordToolForm.CPTParamsChanged
d11ad0	TPRChordToolForm.ChordSplitMenuClick
d0dac0	TPRChordToolForm.TimeScrollerChange
d12a50	TPRChordToolForm.FeedbackGoodBtnClick
d129f0	TPRChordToolForm.ChordPreviewFromMenuClick
d13dd0	TPRChordToolForm.FormKeyDown
d11590	TPRChordToolForm.ChordEditorMouseWheel
d11420	TPRChordToolForm.SnapSelectChange
d11460	TPRChordToolForm.ChordBassNoteMenuClick
d15bf0	TPRChordToolForm.DefaultLengthSelectChange
d11530	TPRChordToolForm.ChordEditorMouseUp
d0f5b0	TPRChordToolForm.ZoomBtnClick
d0d910	TPRChordToolForm.SoloBoxClick
d11c80	TPRChordToolForm.ChordPatternMenuClick
d0dbc0	TPRChordToolForm.TransposeSemiUpMenuClick
d11af0	TPRChordToolForm.ChordStyleNoneMenuClick
d114d0	TPRChordToolForm.ChordCountWheelRelease
d0faf0	TPRChordToolForm.InputChordSequenceBtnClick
d0c230	TPRChordToolForm.AddChordMenuClick
d11e50	TPRChordToolForm.ChordMainNotesMenuClick
d10580	TPRChordToolForm.MultiSelLockMenuClick
d106a0	TPRChordToolForm.MultiSelUnlockMenuClick
d104a0	TPRChordToolForm.MultiSelGenerateMenuClick
d10610	TPRChordToolForm.MultiSelTransposeUpMenuClick
d104c0	TPRChordToolForm.MultiSelInvertUpMenuClick
d105a0	TPRChordToolForm.MultiSelMainNotesOnMenuClick
d103f0	TPRChordToolForm.MultiSelBassNoteOnMenuClick
d10480	TPRChordToolForm.MultiSelExtensionNoneMenuClick
d10410	TPRChordToolForm.MultiSelColor1MenuClick
d11d10	TPRChordToolForm.MultiSelPatternMenuClick
d0d420	TPRChordToolForm.GenModeReplaceAllMenuClick
d0d2f0	TPRChordToolForm.GenModeMenuPopup
d155a0	TPRChordToolForm.ProgressionPresetsComboChange
d15ed0	TPRChordToolForm.RhythmPresetsComboChange
d129c0	TPRChordToolForm.ChordNamesSwitchChange
d0d510	TPRChordToolForm.ProgressionNextBtnMouseMove
d13230	TPRChordToolForm.FormActivate
d11730	TPRChordToolForm.ChordFixedBassItemClick
d11760	TPRChordToolForm.MultiSelFixedBassItemClick
d0c450	TPRChordToolForm.AltChordsPanelClick
d0c2b0	TPRChordToolForm.AltChordsPanelAlignPosition
d14160	TPRChordToolForm.FormShow
d0c530	TPRChordToolForm.AltChordsPanelPaint
d0c260	TPRChordToolForm.AltChordsRefreshBtnClick
d0d470	TPRChordToolForm.ProgressionEditAccept
d0f720	TPRChordToolForm.CPTPanelClick
d11a90	TPRChordToolForm.ChordShowAltMenuClick
d10380	TPRChordToolForm.MidiLearnLabelBtnClick
d114b0	TPRChordToolForm.ChordCopyMenuClick
d11c60	TPRChordToolForm.ChordPasteMenuClick
d10430	TPRChordToolForm.MultiSelCopyMenuClick
d11cf0	TPRChordToolForm.MultiSelPasteMenuClick
d105c0	TPRChordToolForm.MultiSelMenuPopup
d103c0	TPRChordToolForm.MidiLearnMenuPopup
d10350	TPRChordToolForm.MidiLearnAutoNextMenuClick
d0d0c0	TPRChordToolForm.FixSeedBoxClick
d11b30	TPRChordToolForm.ChordTypeNameMenuClick
d0c490	TPRChordToolForm.AltChordsPanelMouseDown
d0dba0	TPRChordToolForm.TransposeBassUpMenuClick
d105f0	TPRChordToolForm.MultiSelTransposeBassUpMenuClick
d14100	TPRChordToolForm.FormKeyUp
d11ab0	TPRChordToolForm.ChordSnapMenuClick
d11d90	TPRChordToolForm.MultiSelSnapMenuClick
d0fce0	TPRChordToolForm.MarkerDeleteMenuClick
d0fd00	TPRChordToolForm.MarkerKeyMenuClick
d0fe40	TPRChordToolForm.MarkerScaleMenuClick
d0ff70	TPRChordToolForm.MarkerMenuPopup
d10450	TPRChordToolForm.MultiSelDeleteMenuClick
d0fb50	TPRChordToolForm.MainNotesMenuClick
d0c280	TPRChordToolForm.BassNotesMenuClick
d0d5e0	TPRChordToolForm.RescaleBtnClick
d11db0	TPRChordToolForm.ChordLearnMenuClick
d11df0	TPRChordToolForm.ChordLinkReplacePRNotesMenuClick
d11c30	TPRChordToolForm.ChordUnlinkPRNotesMenuClick
d158c0	TPRChordToolForm.ChannelSelectBeforePopup
d15940	TPRChordToolForm.ChannelSelectMouseWheel
d14860	TPRChordToolForm.PerformanceTypeSelectChange
d14f70	TPRChordToolForm.PerfPresetSelectChange
d0d100	TPRChordToolForm.GeneratePerfBtnClick
d144f0	TPRChordToolForm.PerfCopyBtnClick
d157a0	TPRChordToolForm.PerfScalingSelectChange
d14a40	TPRChordToolForm.PerfParam1WheelChange
d106c0	TPRChordToolForm.SavePresetBtnClick
d15c80	TPRChordToolForm.DeletePresetBtnClick
d10aa0	TPRChordToolForm.SaveRhythmBtnClick
d15d00	TPRChordToolForm.DeleteRhythmBtnClick
d0d690	TPRChordToolForm.RandomizeProgressionPresetBtnClick
d0d7b0	TPRChordToolForm.RandomizeRhythmPresetBtnClick
d15630	TPRChordToolForm.ProgressionPresetsComboGetItemFlags
d15e50	TPRChordToolForm.RetrieveProgressionNameBtnClick
d14ed0	TPRChordToolForm.PerfPasteBtnClick
d14290	TPRChordToolForm.PerfSaveBtnClick
d13250	TPRChordToolForm.FormCloseQuery
d145c0	TPRChordToolForm.PerfDeleteBtnClick
d11b10	TPRChordToolForm.ChordSwapLeftMenuClick
d119a0	TPRChordToolForm.OctaveSelectRelease
d10310	TPRChordToolForm.MarkerRandomizeMenuClick
d10560	TPRChordToolForm.MultiSelLinkMenuClick
d10680	TPRChordToolForm.MultiSelUnlinkMenuClick
d0fbb0	TPRChordToolForm.ModePageSelectPaintCell
d236d0	TPLClipPropForm.FormCreate
d25640	TPLClipPropForm.ResetBtnClick
d25cc0	TPLClipPropForm.FormClose
d23890	TPLClipPropForm.FormDestroy
d256a0	TPLClipPropForm.FormShow
d25f70	TPLClipPropForm.LengthSelectGetIncrement
d26070	TPLClipPropForm.TimeSelectPaint
d25bb0	TPLClipPropForm.ChanSettingsBtnClick
d24a70	TPLClipPropForm.GainWheelChange
d25680	TPLClipPropForm.ResetStretchBoxClick
d26060	TPLClipPropForm.OkBtnClick
d24a30	TPLClipPropForm.SetModeBoxChange
d26050	TPLClipPropForm.MuteSelectChange
d25cb0	TPLClipPropForm.ClipMutedBoxClick
d24cc0	TPLClipPropForm.GainWheelRelease
d265c0	TPLClipPropForm.TimeSelectRelease
da25a0	TEventEditForm.AUTracksPanelMouseDown
da14d0	TEventEditForm.NoteColSelectChange
da4c80	TEventEditForm.AUTracksPanelMouseUp
da2100	TEventEditForm.ChanSelectBeforePopup
da1e10	TEventEditForm.CtrlSelectBeforePopup
da1c40	TEventEditForm.ColorBtnBeforePopup
da1ea0	TEventEditForm.PLFadeHandleMenuOpenWindow
da1f10	TEventEditForm.PLFadeHandleMenuPopup
da1f80	TEventEditForm.PLFadeHandleMenuClick
d41430	TEventEditForm.FormFocusFX
d3e340	TEventEditForm.FormResize
d40fb0	TEventEditForm.FormCreate
d49130	TEventEditForm.TimeScrollerChange
d45010	TEventEditForm.EventPanelMouseEnter
d45070	TEventEditForm.EventPanelMouseLeave
d4b6c0	TEventEditForm.EventPanelMouseMove
d49ec0	TEventEditForm.EventPanelMouseDown
d4bb90	TEventEditForm.PickerPanelMouseLeave
d4bbc0	TEventEditForm.PickerPanelMouseMove
d4b6f0	TEventEditForm.PickerPanelMouseDown
d4c1a0	TEventEditForm.PickerPanelMouseUp
d4c4b0	TEventEditForm.PickerPanelMouseWheel
d4c160	TEventEditForm.PickerPanelAfterDrop
d4d290	TEventEditForm.SelectToolBtnClick
d4a4a0	TEventEditForm.EventPanelMouseUp
d503b0	TEventEditForm.FormKeyDown
d513d0	TEventEditForm.FormKeyUp
d47b20	TEventEditForm.TimePanelPaint
d40c90	TEventEditForm.FormDestroy
d414c0	TEventEditForm.FormClose
d55420	TEventEditForm.TimePanelMouseMove
d56ac0	TEventEditForm.TimePanelMouseUp
d54ae0	TEventEditForm.TimePanelMouseDown
d56e80	TEventEditForm.FormActivate
d491a0	TEventEditForm.PianoScrollerChange
d49230	TEventEditForm.AudioScrollerChange
d49280	TEventEditForm.PatternScrollerChange
d41880	TEventEditForm.PianoScrollerSetKnobWidth
d5a9b0	TEventEditForm.PianoPanelMouseDown
d64bb0	TEventEditForm.PianoPanelMouseUp
d6b8d0	TEventEditForm.PianoPanelMouseMove
d6c160	TEventEditForm.PianoPanelMouseLeave
d401a0	TEventEditForm.SplitterChange
d40220	TEventEditForm.SplitterChanging
d6e060	TEventEditForm.SlideBtnClick
d7c320	TEventEditForm.MenuBtn2BeforePopup
d81620	TEventEditForm.FormMouseWheel
d82070	TEventEditForm.EventZoomSelectChange
d82350	TEventEditForm.VZoomSelectChange
d492d0	TEventEditForm.EventScrollerChange
d80750	TEventEditForm.ZoomBtnMouseUp
d827b0	TEventEditForm.MIDIKbMouseMove
d829f0	TEventEditForm.MIDIKbMouseDown
d82e20	TEventEditForm.MIDIKbNoteOn
d82eb0	TEventEditForm.MIDIKbNoteOff
d41870	TEventEditForm.EventScrollerSetKnobWidth
da12b0	TEventEditForm.PLClipSelectChange
da17a0	TEventEditForm.ClipStepBtnClick
da17f0	TEventEditForm.ClipZeroCrossingBtnClick
da18c0	TEventEditForm.SnapBtnMouseUp
da1930	TEventEditForm.ToolsBtnBeforePopup
d40350	TEventEditForm.SplitterPaint
da4140	TEventEditForm.AUTracksPanelMouseMove
da1860	TEventEditForm.SnapBtnBeforePopup
d41dd0	TEventEditForm.SelectBtnMouseUp
da1990	TEventEditForm.ToolsBtnMouseDown
d49e30	TEventEditForm.EEPlayBtnClick
d49e90	TEventEditForm.EEPlayBtnMouseDown
d40bb0	TEventEditForm.SetTimeSelColor
da12f0	TEventEditForm.PLClipSelectMouseUp
da21c0	TEventEditForm.ChanSelectMouseDown
d4d9d0	TEventEditForm.VZoomSelectMouseUp
d4d9c0	TEventEditForm.VZoomSelectMouseDown
d829d0	TEventEditForm.MIDIKbMouseUp
da4cf0	TEventEditForm.AUTracksPanelMouseWheel
d48e30	TEventEditForm.TimeScrollerPaintKnob
d40c40	TEventEditForm.FormDeactivate
d6d4e0	TEventEditForm.MouseBtnTimerTimer
d56e20	TEventEditForm.TimePanelMouseWheel
d7cec0	TEventEditForm.AUTracksPanelPaint
d6df60	TEventEditForm.TLEventPanelMouseDown
d6e010	TEventEditForm.TLEventPanelMouseUp
d6c750	TEventEditForm.TimePanelTouch
d7fc20	TEventEditForm.AUTracksPanelTouch
d54a00	TEventEditForm.TimePanelGesture
d6d3b0	TEventEditForm.StampBtnBeforePopup
d81d70	TEventEditForm.FormPaint
d4d9e0	TEventEditForm.VZoomSelectPaint
d6df30	TEventEditForm.TLEventPanelDblClick
d6e050	TEventEditForm.TLEventPanelPaint
da13c0	TEventEditForm.PLClipSelectPaintCell
da1550	TEventEditForm.NoteColSelectPaintCell
d4ddd0	TEventEditForm.VZoomSelectRelease
da2210	TEventEditForm.ChanSelectMouseWheel
da20a0	TEventEditForm.CtrlSelectMouseWheel
da1db0	TEventEditForm.ColorBtnMouseWheel
da1c60	TEventEditForm.ColorBtnMouseDown
da1fd0	TEventEditForm.CtrlSelectMouseEnter
da1ff0	TEventEditForm.CtrlSelectMouseLeave
da2080	TEventEditForm.CtrlSelectMouseMove
d4c870	TEventEditForm.PickerPanelVZoomSelectChange
d4c8d0	TEventEditForm.PickerPanelVZoomSelectMouseDown
d4c6c0	TEventEditForm.CheckDragOver
d4c900	TEventEditForm.PickerPanelVZoomSelectMouseUp
d3c6a0	TEventEditForm.ArrangementSelectBeforePopup
d3bf40	TEventEditForm.OnArrangementClick
d3cc50	TEventEditForm.ArrangementSelectMouseWheel
d705f0	TEventEditForm.LoopBtnClick
d70590	TEventEditForm.LoopBtnBeforePopup
da3650	TEventEditForm.PLTrackInputSelectMenuPopup
da3d40	TEventEditForm.PLTrackMonitorMenuPopup
da4040	TEventEditForm.PLTrackMonitorOffMenuClick
da3c70	TEventEditForm.PLTrackMonitorExtInputOnlyMenuClick
da1f50	TEventEditForm.PLFadeHandleMenuCloseMenu
d6eb40	TEventEditForm.AddInstrBtnMouseUp
d6eb00	TEventEditForm.AddInstrBtnMouseDown
d6eab0	TEventEditForm.AddInstrBtnBeforePopup
d41b60	TEventEditForm.ScaleSnapBtnBeforePopup
d41bf0	TEventEditForm.ScaleSnapBtnMouseUp
d52e10	TEventEditForm.GhostMenuPopup
d548c0	TEventEditForm.GhostMenuItemClick
d53b60	TEventEditForm.GhostNotesBtnClick
d4d4c0	TEventEditForm.StretchModeMenuPopup
d38330	TEventEditForm.CreateVariantsMenuClick
db7270	TPlugListForm.FormMouseDown
db7990	TPlugListForm.FormMouseMove
db7ce0	TPlugListForm.FormMouseUp
db57d0	TPlugListForm.FormDestroy
daec00	TPlugListForm.FormClose
db6430	TPlugListForm.FormKeyDown
db8c10	TPlugListForm.FormPaint
db57c0	TPlugListForm.FormDeactivate
db7cf0	TPlugListForm.FormMouseWheel
db6730	TPlugListForm.FormKeyPress
db5940	TPlugListForm.FormGesture
daec10	TPlugListForm.FormCreate
dbe190	TNewProjForm.FormCreate
dbde90	TNewProjForm.FormShow
dbbed0	TNewProjForm.TimeDivision_Update
dbc020	TNewProjForm.TimeDivision_UpdateControls
dbc0a0	TNewProjForm.PPQSelectChange
dbbe60	TNewProjForm.GetNumSelectIndex
dbbe20	TNewProjForm.GetDenSelectIndex
dbc450	TNewProjForm.ProjPathBtnClick
dbd560	TNewProjForm.CreateBtnClick
dbde80	TNewProjForm.CancelBtnClick
dbc860	TNewProjForm.ProjGenresBtnChange
dbc330	TNewProjForm.ProjectPanelResize
dbddb0	TNewProjForm.AutoProjPathBtnClick
dbc9a0	TNewProjForm.ProjNameEditChange
dbd9a0	TNewProjForm.CreateProjFolderBoxClick
dbcac0	TNewProjForm.ProjNameEditKeyDown
dbe170	TNewProjForm.FormClose
dbbe70	TNewProjForm.ImportSamplesBoxClick
dbc810	TNewProjForm.RecordedRenderedActionChange
dbd990	TNewProjForm.SkipBtnClick
dbcb00	TNewProjForm.OnEnterDown
ddba20	TRenderForm.FormCreate
dda970	TRenderForm.BrowseLocationBtnClick
dd3920	TRenderForm.ResetLocationBtnClick
dd25c0	TRenderForm.StartBtnClick
dcd9a0	TRenderForm.NameEditChange
ddc210	TRenderForm.FormShow
ddbee0	TRenderForm.FormDestroy
dd3b70	TRenderForm.ShowOutputFolderBtnClick
dcd950	TRenderForm.MasteringOptionsPanelResize
dd50e0	TRenderForm.UploadPanelResize
ddb9b0	TRenderForm.FinishedOkBtnClick
dd3d80	TRenderForm.SoundCloudConnectBtnPaint
dd4090	TRenderForm.SoundCloudDisconnectBtnPaint
dd5100	TRenderForm.UploadServiceBoxChange
ddb420	TRenderForm.EnableUploadCheckClick
dd50d0	TRenderForm.UploadFormatBoxChange
dcd120	TRenderForm.ManageCloudAccountsBtnClick
dcd990	TRenderForm.MasterLoudnessSliderChange
dcd910	TRenderForm.MasteringEnableCheckClick
dcd6a0	TRenderForm.MasterReferenceCheckClick
dcd130	TRenderForm.MasterReferenceFileSelectBtnClick
dd7c90	TRenderForm.AuditionBoxClick
dda570	TRenderForm.AuditionSelectBtnClick
dd8f80	TRenderForm.AuditionPreviewBtnClick
dcd610	TRenderForm.MasterReferenceComboChange
ddb470	TRenderForm.ExportModeComboChange
dd6a20	TRenderForm.MasteredAWAVScopePaint
dd1940	TRenderForm.ProgressPaintBoxPaint
dd7cc0	TRenderForm.ChangeSampleBtnClick
dda940	TRenderForm.AuditionVolumeSliderChange
dd6850	TRenderForm.MasteredAWAVScopeMouseDown
dd6960	TRenderForm.MasteredAWAVScopeMouseUp
dd68f0	TRenderForm.MasteredAWAVScopeMouseMove
dd7cb0	TRenderForm.CancelBtnClick
dcd2c0	TRenderForm.MonoViewSwitchClick
dd2570	TRenderForm.MasterLoudnessPresetsComboChange
dcd970	TRenderForm.MasterLoudnessSliderRelease
ddc1c0	TRenderForm.FormKeyDown
ddb9c0	TRenderForm.FormClose
dd4b20	TRenderForm.MasterLicenseBtnClick
dcd670	TRenderForm.MasterReferenceAComboGetItemFlags
dcd940	TRenderForm.MasteringOptionsPanelClick
dd6480	TRenderForm.MasterCreateAccountBtnClick
dce550	TRenderForm.OutputFormatWAVBoxClick
dce530	TRenderForm.OutputFormatMP3BitrateSliderChange
dce570	TRenderForm.OutputFormatWFBoxChange
de0240	TRenderForm.TuningSliderChange
ddfe90	TRenderForm.TuningReferenceComboChange
de0220	TRenderForm.TuningRemasterBtnClick
ddfd90	TRenderForm.TuningBoxClick
